date,lat,lon,soil_water_monthly,runoff_monthly,rain_monthly,accumswe_monthly,pet_monthly,deficit_monthly,aet_monthly,park
1980-01-16T05:14:31Z,41.63099575,-112.4939862,79.3,56.5,30.3,7.6,0,0,0,GOSP
1980-02-15T15:43:35Z,41.63099575,-112.4939862,87.1,57.6,43.6,0,9.6,0,9.4,GOSP
1980-03-17T02:12:39Z,41.63099575,-112.4939862,83.8,19.8,33.8,5.7,17.4,0.6,16.9,GOSP
1980-04-16T12:41:43Z,41.63099575,-112.4939862,71.6,4.2,22.7,0,58.9,9.3,49.6,GOSP
1980-05-16T23:10:47Z,41.63099575,-112.4939862,76.9,20.9,122.3,0,82.6,7,75.5,GOSP
1980-06-16T09:39:51Z,41.63099575,-112.4939862,57.1,33.5,51,0,110.5,36.9,73.4,GOSP
1980-07-16T20:08:54Z,41.63099575,-112.4939862,21.1,0,15.3,0,133.3,96,37.4,GOSP
1980-08-16T06:37:58Z,41.63099575,-112.4939862,6.1,0,16.2,0,108.4,87.3,21.1,GOSP
1980-09-15T17:07:02Z,41.63099575,-112.4939862,10.7,0,27.8,0,72.4,50.7,21.7,GOSP
1980-10-16T03:36:06Z,41.63099575,-112.4939862,22.1,0,27.3,0,34.6,24.4,10.2,GOSP
1980-11-15T14:05:10Z,41.63099575,-112.4939862,35.9,0,16,0.5,13,7.5,5.8,GOSP
1980-12-16T00:34:14Z,41.63099575,-112.4939862,56.5,0,12,0,3.6,0.7,3.1,GOSP
1981-01-16T05:14:31Z,41.63099575,-112.4939862,66.4,0,19.1,6.4,0.6,0.2,0.4,GOSP
1981-02-15T15:43:35Z,41.63099575,-112.4939862,85.2,2,6.2,0,9.3,0,9.3,GOSP
1981-03-18T02:12:39Z,41.63099575,-112.4939862,83.1,21.1,47.6,0,28.3,1.3,26.9,GOSP
1981-04-17T12:41:43Z,41.63099575,-112.4939862,71.9,0,20.3,0,62.5,10.8,51.7,GOSP
1981-05-17T23:10:47Z,41.63099575,-112.4939862,58.9,4.1,91,0,84.5,16.8,68,GOSP
1981-06-17T09:39:51Z,41.63099575,-112.4939862,47.7,0,15.9,0,115.5,49.5,66.1,GOSP
1981-07-17T20:08:54Z,41.63099575,-112.4939862,12.2,0,4.2,0,135.7,112.4,23.1,GOSP
1981-08-17T06:37:58Z,41.63099575,-112.4939862,2.9,0,4.6,0,119.2,110.8,8.5,GOSP
1981-09-16T17:07:02Z,41.63099575,-112.4939862,0.9,0,6.9,0,77.4,69.5,6.9,GOSP
1981-10-17T03:36:06Z,41.63099575,-112.4939862,49,0,97.3,0,32,7,25.1,GOSP
1981-11-16T14:05:10Z,41.63099575,-112.4939862,73.5,0,18.6,3.9,14.1,1.7,12.5,GOSP
1981-12-17T00:34:14Z,41.63099575,-112.4939862,85.2,21.2,16.1,26.3,4.6,0,4.3,GOSP
1982-01-16T05:14:31Z,41.63099575,-112.4939862,87.7,4,0,54.9,0,0,0,GOSP
1982-02-15T15:43:35Z,41.63099575,-112.4939862,87.6,76.4,13.6,0,1.2,0,1.2,GOSP
1982-03-18T02:12:39Z,41.63099575,-112.4939862,86.7,69.1,79.1,0,16.5,0.2,16.3,GOSP
1982-04-17T12:41:43Z,41.63099575,-112.4939862,80,9.8,31.6,0,43.7,4.1,39.4,GOSP
1982-05-17T23:10:47Z,41.63099575,-112.4939862,65.9,0,46.4,0,81.7,17.1,64.7,GOSP
1982-06-17T09:39:51Z,41.63099575,-112.4939862,34.3,0,15.3,0,111.7,61.6,49.9,GOSP
1982-07-17T20:08:54Z,41.63099575,-112.4939862,16.7,0,55.7,0,129.1,77.5,51.4,GOSP
1982-08-17T06:37:58Z,41.63099575,-112.4939862,12.9,0,18.1,0,120.2,94.7,25.6,GOSP
1982-09-16T17:07:02Z,41.63099575,-112.4939862,27.6,22.6,134.3,0,69.5,30.9,38.7,GOSP
1982-10-17T03:36:06Z,41.63099575,-112.4939862,78.9,19.8,45.5,0,30,2.6,27.7,GOSP
1982-11-16T14:05:10Z,41.63099575,-112.4939862,85,33,36.7,8.8,8.8,0,8.8,GOSP
1982-12-17T00:34:14Z,41.63099575,-112.4939862,87.7,40.2,18.9,11.6,0,0,0,GOSP
1983-01-16T05:14:31Z,41.63099575,-112.4939862,87.4,30.5,16,1.4,3.2,0,3.2,GOSP
1983-02-15T15:43:35Z,41.63099575,-112.4939862,87.1,26,21.3,1.3,6.4,0,6.4,GOSP
1983-03-18T02:12:39Z,41.63099575,-112.4939862,87.3,49.3,63.2,0,20.6,0,20.5,GOSP
1983-04-17T12:41:43Z,41.63099575,-112.4939862,85.6,18.4,55.8,0,39,0.5,38.3,GOSP
1983-05-17T23:10:47Z,41.63099575,-112.4939862,79.6,30.3,68.6,0,78.3,8,70.2,GOSP
1983-06-17T09:39:51Z,41.63099575,-112.4939862,43.9,0,27.8,0,108.5,48.3,60,GOSP
1983-07-17T20:08:54Z,41.63099575,-112.4939862,20.2,0,38.2,0,130.3,81.9,48.3,GOSP
1983-08-17T06:37:58Z,41.63099575,-112.4939862,26,0,79.8,0,118.7,60.6,58.1,GOSP
1983-09-16T17:07:02Z,41.63099575,-112.4939862,34,0,64.9,0,72.4,31.6,40.9,GOSP
1983-10-17T03:36:06Z,41.63099575,-112.4939862,74.5,0,51.8,0,39.6,4,35.5,GOSP
1983-11-16T14:05:10Z,41.63099575,-112.4939862,82,3,25.5,32.2,11.3,0.4,10.7,GOSP
1983-12-17T00:34:14Z,41.63099575,-112.4939862,87.7,40.4,8.5,102.6,0,0,0,GOSP
1984-01-16T05:14:31Z,41.63099575,-112.4939862,87.7,1.3,0.8,111.8,0,0,0,GOSP
1984-02-15T15:43:35Z,41.63099575,-112.4939862,87.7,0,0,143.9,0,0,0,GOSP
1984-03-17T02:12:39Z,41.63099575,-112.4939862,87.2,159,17.6,0,8.2,0,8.2,GOSP
1984-04-16T12:41:43Z,41.63099575,-112.4939862,84,5.7,46.3,0,39.4,1,38.2,GOSP
1984-05-16T23:10:47Z,41.63099575,-112.4939862,62.5,6.4,28.1,0,90.2,24.4,65.9,GOSP
1984-06-16T09:39:51Z,41.63099575,-112.4939862,52.2,0,60.7,0,104.1,33.9,70,GOSP
1984-07-16T20:08:54Z,41.63099575,-112.4939862,24.1,0,53.6,0,131.2,73.8,57.6,GOSP
1984-08-16T06:37:58Z,41.63099575,-112.4939862,17.9,0,19.8,0,115.3,76.4,38.7,GOSP
1984-09-15T17:07:02Z,41.63099575,-112.4939862,16.2,0,51,0,68.6,41,27.8,GOSP
1984-10-16T03:36:06Z,41.63099575,-112.4939862,49.5,0,36.5,0,26.8,9.5,17.2,GOSP
1984-11-15T14:05:10Z,41.63099575,-112.4939862,81.1,4.5,34.9,3.5,9.2,0.3,8.7,GOSP
1984-12-16T00:34:14Z,41.63099575,-112.4939862,87.7,0,0,27.6,0,0,0,GOSP
1985-01-16T05:14:31Z,41.63099575,-112.4939862,87.7,0,0,33.7,0,0,0,GOSP
1985-02-15T15:43:35Z,41.63099575,-112.4939862,87.7,0,0,62.7,0,0,0,GOSP
1985-03-18T02:12:39Z,41.63099575,-112.4939862,87.6,82.4,19.7,0.1,4.1,0,4.1,GOSP
1985-04-17T12:41:43Z,41.63099575,-112.4939862,65.3,0,9.3,0,61.5,14.3,47.3,GOSP
1985-05-17T23:10:47Z,41.63099575,-112.4939862,39.6,0,31.7,0,93.4,39.8,53.7,GOSP
1985-06-17T09:39:51Z,41.63099575,-112.4939862,16.1,0,14.3,0,119.1,87.1,32.3,GOSP
1985-07-17T20:08:54Z,41.63099575,-112.4939862,6.6,0,28.9,0,139.7,111.3,28.4,GOSP
1985-08-17T06:37:58Z,41.63099575,-112.4939862,5.7,0,0,0,111.5,103.9,7.3,GOSP
1985-09-16T17:07:02Z,41.63099575,-112.4939862,23.5,0,56,0,64,33.2,30.3,GOSP
1985-10-17T03:36:06Z,41.63099575,-112.4939862,31.8,0,19.2,0,34.5,18.2,16.2,GOSP
1985-11-16T14:05:10Z,41.63099575,-112.4939862,38.9,0,13.9,57.2,6.1,2.8,3.2,GOSP
1985-12-17T00:34:14Z,41.63099575,-112.4939862,49,0,0,75.3,0,0,0,GOSP
1986-01-16T05:14:31Z,41.63099575,-112.4939862,52.3,0,6.3,76.9,0,0,0,GOSP
1986-02-15T15:43:35Z,41.63099575,-112.4939862,86.5,132.7,58.4,0,12.3,0.4,11.8,GOSP
1986-03-18T02:12:39Z,41.63099575,-112.4939862,80.4,18.7,39,0,32.7,3.1,29.5,GOSP
1986-04-17T12:41:43Z,41.63099575,-112.4939862,84.8,35,93,0,47.7,1,46.7,GOSP
1986-05-17T23:10:47Z,41.63099575,-112.4939862,71.1,0,28.6,0,86.5,17.1,69.7,GOSP
1986-06-17T09:39:51Z,41.63099575,-112.4939862,24.2,0,3.6,0,125.1,88.1,37,GOSP
1986-07-17T20:08:54Z,41.63099575,-112.4939862,9.2,0,38.1,0,127.1,89.5,37.4,GOSP
1986-08-17T06:37:58Z,41.63099575,-112.4939862,7.2,0,16.9,0,119.6,96.7,23.3,GOSP
1986-09-16T17:07:02Z,41.63099575,-112.4939862,18.9,0,84,0,63.1,32.1,31.1,GOSP
1986-10-17T03:36:06Z,41.63099575,-112.4939862,55.6,0,20.5,0,36,9.9,26,GOSP
1986-11-16T14:05:10Z,41.63099575,-112.4939862,56.4,0,8,0,12,3.5,8.7,GOSP
1986-12-17T00:34:14Z,41.63099575,-112.4939862,55.2,0,0.5,0.8,2.9,0.8,2.1,GOSP
1987-01-16T05:14:31Z,41.63099575,-112.4939862,56.7,0,1.9,11.8,0,0,0,GOSP
1987-02-15T15:43:35Z,41.63099575,-112.4939862,85,9.5,19.9,5.5,5.6,0,5.5,GOSP
1987-03-18T02:12:39Z,41.63099575,-112.4939862,84.4,14.3,27,0,28,0.8,27.2,GOSP
1987-04-17T12:41:43Z,41.63099575,-112.4939862,59.5,0,7.1,0,64.2,20.2,44.2,GOSP
1987-05-17T23:10:47Z,41.63099575,-112.4939862,54.2,4.4,107.3,0,95.8,29.4,66.2,GOSP
1987-06-17T09:39:51Z,41.63099575,-112.4939862,47,0,15.3,0,118.9,50.1,68.8,GOSP
1987-07-17T20:08:54Z,41.63099575,-112.4939862,18.9,0,38.4,0,127.1,83.6,43.7,GOSP
1987-08-17T06:37:58Z,41.63099575,-112.4939862,13.2,0,22,0,109.9,81.4,29,GOSP
1987-09-16T17:07:02Z,41.63099575,-112.4939862,8,0,4.4,0,72.7,61.8,10.8,GOSP
1987-10-17T03:36:06Z,41.63099575,-112.4939862,12.5,0,33,0,41.5,28.1,13.4,GOSP
1987-11-16T14:05:10Z,41.63099575,-112.4939862,60.7,0,52.4,0.9,9.2,0.5,8.7,GOSP
1987-12-17T00:34:14Z,41.63099575,-112.4939862,77.9,0,5.3,9.7,3.1,0.3,2.9,GOSP
1988-01-16T05:14:31Z,41.63099575,-112.4939862,81.3,0,0,31,0,0,0,GOSP
1988-02-15T15:43:35Z,41.63099575,-112.4939862,84.2,24.2,0.9,0,6.3,0,6.1,GOSP
1988-03-17T02:12:39Z,41.63099575,-112.4939862,83.3,6.5,12.3,0,20.4,1.1,19.4,GOSP
1988-04-16T12:41:43Z,41.63099575,-112.4939862,63.6,0,37.3,0,60.1,11.1,48.6,GOSP
1988-05-16T23:10:47Z,41.63099575,-112.4939862,48.1,0,40.6,0,87.6,32.6,54.8,GOSP
1988-06-16T09:39:51Z,41.63099575,-112.4939862,26,0,3.2,0,129.2,89.1,40.2,GOSP
1988-07-16T20:08:54Z,41.63099575,-112.4939862,5.5,0,0.9,0,143.1,132.8,10.1,GOSP
1988-08-16T06:37:58Z,41.63099575,-112.4939862,2.3,0,8.2,0,114.6,105.5,9.4,GOSP
1988-09-15T17:07:02Z,41.63099575,-112.4939862,2.1,0,8.3,0,68.8,61.5,7.2,GOSP
1988-10-16T03:36:06Z,41.63099575,-112.4939862,1.9,0,1,0,45.8,44,1.5,GOSP
1988-11-15T14:05:10Z,41.63099575,-112.4939862,28,0,44.2,7.6,7.3,3.7,3.5,GOSP
1988-12-16T00:34:14Z,41.63099575,-112.4939862,49.7,0,0,35.6,0,0,0,GOSP
1989-01-16T05:14:31Z,41.63099575,-112.4939862,49.7,0,0,57.6,0,0,0,GOSP
1989-02-15T15:43:35Z,41.63099575,-112.4939862,52.7,0,1.4,58.3,0,0,0,GOSP
1989-03-18T02:12:39Z,41.63099575,-112.4939862,85,61.5,40.8,0,25.5,0.4,25.2,GOSP
1989-04-17T12:41:43Z,41.63099575,-112.4939862,66.1,1.5,11.3,0,62.4,14,48.3,GOSP
1989-05-17T23:10:47Z,41.63099575,-112.4939862,42.8,0,40.3,0,87.3,32.9,54.2,GOSP
1989-06-17T09:39:51Z,41.63099575,-112.4939862,20.3,0,9.8,0,113.6,79.5,33.5,GOSP
1989-07-17T20:08:54Z,41.63099575,-112.4939862,5.1,0,5.3,0,144.1,130.4,13.7,GOSP
1989-08-17T06:37:58Z,41.63099575,-112.4939862,2.5,0,13.6,0,113.7,102.9,10.9,GOSP
1989-09-16T17:07:02Z,41.63099575,-112.4939862,6.7,0,21.5,0,74.1,57.2,16.3,GOSP
1989-10-17T03:36:06Z,41.63099575,-112.4939862,11.6,0,19.7,0,35.8,29.3,7,GOSP
1989-11-16T14:05:10Z,41.63099575,-112.4939862,25.7,0,16.9,2,11.6,8.4,3.1,GOSP
1989-12-17T00:34:14Z,41.63099575,-112.4939862,41,0,0.3,2.5,1.8,0.6,1.1,GOSP
1990-01-16T05:14:31Z,41.63099575,-112.4939862,56.5,0,17.5,1.1,1.1,0.2,0.8,GOSP
1990-02-15T15:43:35Z,41.63099575,-112.4939862,74.1,0,1.5,0,5.9,0.9,5.1,GOSP
1990-03-18T02:12:39Z,41.63099575,-112.4939862,80.8,3.1,26.6,0,31,2.3,28.9,GOSP
1990-04-17T12:41:43Z,41.63099575,-112.4939862,67.6,0,52,0,61.7,8.9,52.9,GOSP
1990-05-17T23:10:47Z,41.63099575,-112.4939862,52.1,0,49.7,0,83.1,21.9,61.5,GOSP
1990-06-17T09:39:51Z,41.63099575,-112.4939862,42.2,0,25,0,116.9,55.3,61.6,GOSP
1990-07-17T20:08:54Z,41.63099575,-112.4939862,11.3,0,8.5,0,137.8,112,26,GOSP
1990-08-17T06:37:58Z,41.63099575,-112.4939862,4,0,12.1,0,116.8,102.8,13.7,GOSP
1990-09-16T17:07:02Z,41.63099575,-112.4939862,4.2,0,16,0,85.1,72.2,13.3,GOSP
1990-10-17T03:36:06Z,41.63099575,-112.4939862,7.5,0,10.9,0,35.1,27.5,7.5,GOSP
1990-11-16T14:05:10Z,41.63099575,-112.4939862,22.9,0,19.6,0,11.4,6.2,5.2,GOSP
1990-12-17T00:34:14Z,41.63099575,-112.4939862,29.7,0,0,20.2,0.8,0.5,0.2,GOSP
1991-01-16T05:14:31Z,41.63099575,-112.4939862,31.5,0,3.3,33.2,0,0,0,GOSP
1991-02-15T15:43:35Z,41.63099575,-112.4939862,54,0,13.7,3,4.3,0.6,3.7,GOSP
1991-03-18T02:12:39Z,41.63099575,-112.4939862,84.4,7.5,23.4,0,19.5,0.7,18.6,GOSP
1991-04-17T12:41:43Z,41.63099575,-112.4939862,73.4,3.7,41.8,0,38.6,3.7,35.1,GOSP
1991-05-17T23:10:47Z,41.63099575,-112.4939862,78.1,8.8,70.3,0,78.9,5.5,73.6,GOSP
1991-06-17T09:39:51Z,41.63099575,-112.4939862,50,0,18.8,0,111.7,45.7,65.9,GOSP
1991-07-17T20:08:54Z,41.63099575,-112.4939862,12.8,0,6.1,0,138.1,112.1,25.8,GOSP
1991-08-17T06:37:58Z,41.63099575,-112.4939862,5.4,0,29.6,0,120.3,94.5,25.6,GOSP
1991-09-16T17:07:02Z,41.63099575,-112.4939862,19.8,0,37.6,0,71.2,43.1,28.5,GOSP
1991-10-17T03:36:06Z,41.63099575,-112.4939862,21.4,0,32.5,7.8,36.2,27.2,8.9,GOSP
1991-11-16T14:05:10Z,41.63099575,-112.4939862,70.5,0,33.2,4.5,7.1,0.3,6.5,GOSP
1991-12-17T00:34:14Z,41.63099575,-112.4939862,83.7,0,1.9,12,0,0,0,GOSP
1992-01-16T05:14:31Z,41.63099575,-112.4939862,84.5,0,0,24.6,0,0,0,GOSP
1992-02-15T15:43:35Z,41.63099575,-112.4939862,86.5,49.8,28.4,0,9.2,0.2,8.8,GOSP
1992-03-17T02:12:39Z,41.63099575,-112.4939862,76,0,24.4,0,39.3,3.6,35.7,GOSP
1992-04-16T12:41:43Z,41.63099575,-112.4939862,51.8,0,9.3,0,68.1,25,43.2,GOSP
1992-05-16T23:10:47Z,41.63099575,-112.4939862,23.4,0,13.8,0,101.5,64.6,37.1,GOSP
1992-06-16T09:39:51Z,41.63099575,-112.4939862,10.8,0,20.3,0,117.7,93.8,23.9,GOSP
1992-07-16T20:08:54Z,41.63099575,-112.4939862,15.7,0,34.1,0,128.7,94.9,33.6,GOSP
1992-08-16T06:37:58Z,41.63099575,-112.4939862,5.2,0,4.4,0,118.3,105.8,11.9,GOSP
1992-09-15T17:07:02Z,41.63099575,-112.4939862,5.2,0,10.7,0,70.8,61.3,9.7,GOSP
1992-10-16T03:36:06Z,41.63099575,-112.4939862,6.7,0,45.1,0,39.3,30.9,8.6,GOSP
1992-11-15T14:05:10Z,41.63099575,-112.4939862,51.8,0,10.7,12.5,3.8,0.9,3,GOSP
1992-12-16T00:34:14Z,41.63099575,-112.4939862,62.8,0,4.9,27.2,0,0,0,GOSP
1993-01-16T05:14:31Z,41.63099575,-112.4939862,66.6,0,0,81,0,0,0,GOSP
1993-02-15T15:43:35Z,41.63099575,-112.4939862,67.2,0,1.7,109.4,0,0,0,GOSP
1993-03-18T02:12:39Z,41.63099575,-112.4939862,80.5,117.2,35.2,0,20.1,0.5,19.5,GOSP
1993-04-17T12:41:43Z,41.63099575,-112.4939862,78.4,0,35.8,0,46.6,2.3,44.1,GOSP
1993-05-17T23:10:47Z,41.63099575,-112.4939862,64.4,9.3,49.3,0,98.3,25.2,73.1,GOSP
1993-06-17T09:39:51Z,41.63099575,-112.4939862,46.2,0,54,0,100.8,37.4,63.5,GOSP
1993-07-17T20:08:54Z,41.63099575,-112.4939862,24,0,47.9,0,114.9,68.9,46,GOSP
1993-08-17T06:37:58Z,41.63099575,-112.4939862,19,0,18.5,0,108.3,74,34.4,GOSP
1993-09-16T17:07:02Z,41.63099575,-112.4939862,11.9,0,14.5,0,71.9,55.3,16.4,GOSP
1993-10-17T03:36:06Z,41.63099575,-112.4939862,38.4,0,56.7,0,36.4,13.8,22.9,GOSP
1993-11-16T14:05:10Z,41.63099575,-112.4939862,43.8,0,2.1,0,7.6,3.8,4,GOSP
1993-12-17T00:34:14Z,41.63099575,-112.4939862,49.5,0,1.6,6.8,1,0.2,0.7,GOSP
1994-01-16T05:14:31Z,41.63099575,-112.4939862,62.2,0,6.6,0,5.9,1.4,4.6,GOSP
1994-02-15T15:43:35Z,41.63099575,-112.4939862,75.2,5.6,19.5,0,4.3,0.3,4.3,GOSP
1994-03-18T02:12:39Z,41.63099575,-112.4939862,81.5,15.2,37.5,0,34.6,1.9,32.5,GOSP
1994-04-17T12:41:43Z,41.63099575,-112.4939862,72.8,4.1,37.6,0,57.3,7.6,49.8,GOSP
1994-05-17T23:10:47Z,41.63099575,-112.4939862,43.4,0,27.2,0,99.2,39.5,59.9,GOSP
1994-06-17T09:39:51Z,41.63099575,-112.4939862,17.3,0,3.5,0,122.6,96.1,26.4,GOSP
1994-07-17T20:08:54Z,41.63099575,-112.4939862,3.9,0,1.6,0,138.8,131.1,7.6,GOSP
1994-08-17T06:37:58Z,41.63099575,-112.4939862,0.8,0,6.8,0,122.7,114.6,7.5,GOSP
1994-09-16T17:07:02Z,41.63099575,-112.4939862,1.3,0,23.3,0,77,70.8,6.2,GOSP
1994-10-17T03:36:06Z,41.63099575,-112.4939862,39.7,0,46.9,0,34.6,15.3,19.7,GOSP
1994-11-16T14:05:10Z,41.63099575,-112.4939862,69.4,0,29.9,11.8,4.6,0.9,3.7,GOSP
1994-12-17T00:34:14Z,41.63099575,-112.4939862,87.7,27.3,6.6,0,0.3,0,0.3,GOSP
1995-01-16T05:14:31Z,41.63099575,-112.4939862,87.6,52,39.1,1.3,1,0,1,GOSP
1995-02-15T15:43:35Z,41.63099575,-112.4939862,84.3,19.8,3.8,0,16.5,0.5,15.9,GOSP
1995-03-18T02:12:39Z,41.63099575,-112.4939862,85.6,50.6,79.1,0,28.3,0.3,27.9,GOSP
1995-04-17T12:41:43Z,41.63099575,-112.4939862,70.4,0,26,0,51.5,6.1,45.6,GOSP
1995-05-17T23:10:47Z,41.63099575,-112.4939862,82,17.8,105.4,0,80.1,2.7,77.4,GOSP
1995-06-17T09:39:51Z,41.63099575,-112.4939862,63.6,17.8,59.2,0,102.9,24.6,78.1,GOSP
1995-07-17T20:08:54Z,41.63099575,-112.4939862,23,0,20.2,0,128.1,83.7,44.4,GOSP
1995-08-17T06:37:58Z,41.63099575,-112.4939862,7.6,0,9.7,0,117.2,98.7,18.2,GOSP
1995-09-16T17:07:02Z,41.63099575,-112.4939862,3.6,0,15.5,0,74.1,59.5,14.5,GOSP
1995-10-17T03:36:06Z,41.63099575,-112.4939862,4.9,0,3.9,0,34.2,28.6,5.4,GOSP
1995-11-16T14:05:10Z,41.63099575,-112.4939862,10.8,0,13.3,0,16.2,12.1,3.9,GOSP
1995-12-17T00:34:14Z,41.63099575,-112.4939862,31.8,0,29.5,5.9,7,3.2,3.5,GOSP
1996-01-16T05:14:31Z,41.63099575,-112.4939862,60.2,0,9,26.3,1.7,0.6,1.2,GOSP
1996-02-15T15:43:35Z,41.63099575,-112.4939862,82.4,30.7,12,5.1,1.5,0,1.5,GOSP
1996-03-17T02:12:39Z,41.63099575,-112.4939862,84.6,28.9,44.4,0,28.1,1,27.2,GOSP
1996-04-16T12:41:43Z,41.63099575,-112.4939862,73.3,0,24.2,0,53.3,7.4,45.6,GOSP
1996-05-16T23:10:47Z,41.63099575,-112.4939862,59.8,0,83.5,0,86.6,20.8,65.6,GOSP
1996-06-16T09:39:51Z,41.63099575,-112.4939862,43.2,0,1.7,0,123.1,60,63.2,GOSP
1996-07-16T20:08:54Z,41.63099575,-112.4939862,14.9,0,25.1,0,138,103.2,34.5,GOSP
1996-08-16T06:37:58Z,41.63099575,-112.4939862,5.8,0,1.3,0,117,107.7,9.1,GOSP
1996-09-15T17:07:02Z,41.63099575,-112.4939862,8.2,0,23.3,0,68.1,54.1,14.2,GOSP
1996-10-16T03:36:06Z,41.63099575,-112.4939862,17.9,0,28.8,0,34.2,27.2,6.4,GOSP
1996-11-15T14:05:10Z,41.63099575,-112.4939862,53.9,0,26.4,5,12.2,3.9,8,GOSP
1996-12-16T00:34:14Z,41.63099575,-112.4939862,83.4,60.7,27.6,0,1.1,0,1.1,GOSP
1997-01-16T05:14:31Z,41.63099575,-112.4939862,87.7,43.8,34.3,21.5,1.1,0,1.1,GOSP
1997-02-15T15:43:35Z,41.63099575,-112.4939862,87.1,26.5,3.1,0.7,3.8,0,3.7,GOSP
1997-03-18T02:12:39Z,41.63099575,-112.4939862,80.1,2.2,10.3,0,31.6,2.8,28.9,GOSP
1997-04-17T12:41:43Z,41.63099575,-112.4939862,60.9,0,35.2,0,47.5,10.5,36.5,GOSP
1997-05-17T23:10:47Z,41.63099575,-112.4939862,51.7,0,50.4,0,95.8,31.7,63.9,GOSP
1997-06-17T09:39:51Z,41.63099575,-112.4939862,43.1,0,42.2,0,115,47.5,67.8,GOSP
1997-07-17T20:08:54Z,41.63099575,-112.4939862,30.7,0,50.2,0,127.6,72.9,55.1,GOSP
1997-08-17T06:37:58Z,41.63099575,-112.4939862,23.5,0,36.2,0,118.6,73.5,45,GOSP
1997-09-16T17:07:02Z,41.63099575,-112.4939862,18.4,0,40.2,0,76.9,39.8,37.1,GOSP
1997-10-17T03:36:06Z,41.63099575,-112.4939862,22.6,0,22.5,0,36.5,21.1,15.1,GOSP
1997-11-16T14:05:10Z,41.63099575,-112.4939862,28.9,0,12.1,0,10.6,5.4,5,GOSP
1997-12-17T00:34:14Z,41.63099575,-112.4939862,43.7,0,6.3,10.1,0.9,0.6,0.5,GOSP
1998-01-16T05:14:31Z,41.63099575,-112.4939862,78.1,29.1,48.8,0,3.3,0,3.2,GOSP
1998-02-15T15:43:35Z,41.63099575,-112.4939862,87.1,58.9,55.9,5.5,3.9,0,3.9,GOSP
1998-03-18T02:12:39Z,41.63099575,-112.4939862,83.8,21.6,27.5,0,23.3,1.2,22.2,GOSP
1998-04-17T12:41:43Z,41.63099575,-112.4939862,81.4,11.9,35.7,0,50.1,3.9,45.8,GOSP
1998-05-17T23:10:47Z,41.63099575,-112.4939862,75.5,23.3,101.2,0,84.2,7.6,76.5,GOSP
1998-06-17T09:39:51Z,41.63099575,-112.4939862,69.6,0,64.9,0,101.4,17.2,84.3,GOSP
1998-07-17T20:08:54Z,41.63099575,-112.4939862,26.6,0,29.1,0,141.6,85.3,56.5,GOSP
1998-08-17T06:37:58Z,41.63099575,-112.4939862,11.8,0,23,0,121,85.5,35.7,GOSP
1998-09-16T17:07:02Z,41.63099575,-112.4939862,9.3,0,30.1,0,81.4,56.7,23.9,GOSP
1998-10-17T03:36:06Z,41.63099575,-112.4939862,24.1,0,35.2,0,37.8,21.1,16.6,GOSP
1998-11-16T14:05:10Z,41.63099575,-112.4939862,38.5,0,10.6,0,13.9,6.5,7.4,GOSP
1998-12-17T00:34:14Z,41.63099575,-112.4939862,41,0,8.3,3.1,1.5,0.7,0.8,GOSP
1999-01-16T05:14:31Z,41.63099575,-112.4939862,66.4,3,30,3.3,2.1,0.7,1.4,GOSP
1999-02-15T15:43:35Z,41.63099575,-112.4939862,86.9,29.8,19.3,0,7.1,0,6.9,GOSP
1999-03-18T02:12:39Z,41.63099575,-112.4939862,75.8,0,9.2,0.5,31.8,4.4,27.4,GOSP
1999-04-17T12:41:43Z,41.63099575,-112.4939862,69.3,0,40.3,0,45.1,5.8,39.2,GOSP
1999-05-17T23:10:47Z,41.63099575,-112.4939862,73.2,7.8,56.2,0,80.8,11.6,69.5,GOSP
1999-06-17T09:39:51Z,41.63099575,-112.4939862,56.4,0,55.1,0,113.8,37.4,76.4,GOSP
1999-07-17T20:08:54Z,41.63099575,-112.4939862,15.4,0,11,0,137,102.9,34,GOSP
1999-08-17T06:37:58Z,41.63099575,-112.4939862,6.4,0,26.7,0,119.2,98.2,20.3,GOSP
1999-09-16T17:07:02Z,41.63099575,-112.4939862,9.8,0,9.2,0,70.2,56.2,14.4,GOSP
1999-10-17T03:36:06Z,41.63099575,-112.4939862,6.4,0,1.7,0,40.1,36.3,4.3,GOSP
1999-11-16T14:05:10Z,41.63099575,-112.4939862,6.3,0,4.4,0,18.9,15.9,3.5,GOSP
1999-12-17T00:34:14Z,41.63099575,-112.4939862,15.2,0,2.8,0.7,1.4,0.9,0.6,GOSP
2000-01-16T05:14:31Z,41.63099575,-112.4939862,34.7,0,26.1,2.1,5,1.9,2.9,GOSP
2000-02-15T15:43:35Z,41.63099575,-112.4939862,71.1,15.5,39.2,0,10.2,1.6,8.6,GOSP
2000-03-17T02:12:39Z,41.63099575,-112.4939862,84.5,11.8,22,0,22.7,0.5,21.9,GOSP
2000-04-16T12:41:43Z,41.63099575,-112.4939862,62.1,0,15.7,0,65.2,16.2,48.8,GOSP
2000-05-16T23:10:47Z,41.63099575,-112.4939862,35.9,0,29.7,0,93.4,44.5,49.3,GOSP
2000-06-16T09:39:51Z,41.63099575,-112.4939862,14.8,0,1.6,0,121.1,99.2,21.9,GOSP
2000-07-16T20:08:54Z,41.63099575,-112.4939862,3.4,0,1.9,0,143.5,135.6,7.3,GOSP
