"","doy","park","month","decades","accumswe_daily","aet_daily","deficit_daily","pet_daily","rain_daily","runoff_daily","soil_water_daily"
"751",16,"GOSP","Jan","1980-2019",25.6925,0.0275,0.0125,0.0375,0.2625,0.2625,70.6025
"752",16,"GOSP","Jan","2020-2059",15.635,0.0225,0,0.0225,0.8125,1.125,75.4575
"753",16,"GOSP","Jan","2060-2099",5.8975,0.1125,0.02,0.125,0.6425,1.7525,79.69
"754",16,"HOVE","Jan","1980-2019",10.875,0.075,0.065,0.1425,0.175,0.1,68.89
"755",16,"HOVE","Jan","2020-2059",5.9475,0.095,0.0425,0.135,0.66,0.7525,76.05
"756",16,"HOVE","Jan","2060-2099",3.1,0.11,0.0675,0.19,0.3075,0.2775,70.44
"757",16,"NABR","Jan","1980-2019",11.7275,0.0775,0.0425,0.12,0.135,0.3825,40.6875
"758",16,"NABR","Jan","2020-2059",6.2125,0.1075,0.0375,0.145,0.585,0.7,41.3675
"759",16,"NABR","Jan","2060-2099",3.02,0.1475,0.045,0.1875,0.34,0.1425,40.8425
"760",16,"PISP","Jan","1980-2019",1.5925,0.215,0.1325,0.36,0.7675,0.505,49.72
"761",16,"PISP","Jan","2020-2059",0.2975,0.3225,0.135,0.4525,0.9775,0.845,50.2625
"762",16,"PISP","Jan","2060-2099",0.1675,0.3175,0.16,0.47,0.61,0.065,48.85
"763",16,"TICA","Jan","1980-2019",88.265,0.0075,0,0.0075,0.0775,0.2875,132.1475
"764",16,"TICA","Jan","2020-2059",87.445,0.01,0,0.01,0.98,1.635,129.49
"765",16,"TICA","Jan","2060-2099",69.78,0,0,0,1.48,3.455,135.135
"766",16,"ZION","Jan","1980-2019",11.625,0.2225,0.0225,0.25,0.7825,1.1525,39.465
"767",16,"ZION","Jan","2020-2059",2.72,0.21,0.0175,0.23,1.565,1.8625,39.495
"768",16,"ZION","Jan","2060-2099",1.785,0.2,0.0275,0.23,0.7525,0.7725,38.8675
"769",17,"ARCH","Jan","1980-2019",7.7525,0.1025,0.0175,0.125,0.325,0.7675,13.2
"770",17,"ARCH","Jan","2020-2059",2.675,0.1575,0.035,0.1975,0.3025,0.27,12.7475
"771",17,"ARCH","Jan","2060-2099",1.5625,0.1775,0.0775,0.2525,0.0625,0.085,11.7575
"772",17,"BLCA","Jan","1980-2019",25.595,0.0275,0.0025,0.03,0.12,0.1175,81.105
"773",17,"BLCA","Jan","2020-2059",23.9625,0.0175,0,0.0225,0.06,0.315,79.0625
"774",17,"BLCA","Jan","2060-2099",14.12,0.0775,0.0025,0.08,0.06,0.2775,88.6775
"775",17,"BRCA","Jan","1980-2019",30.96,0.065,0.0125,0.0775,0.0075,0.5025,45.1675
"776",17,"BRCA","Jan","2020-2059",26.2625,0.01,0.0025,0.0125,0,0,47.54
"777",17,"BRCA","Jan","2060-2099",20.1475,0.035,0,0.035,0.055,0.3025,48.2875
"778",17,"CANY","Jan","1980-2019",4.6675,0.0825,0.035,0.12,0.3025,0.42,8.815
"779",17,"CANY","Jan","2020-2059",1.5325,0.1775,0.0475,0.2225,0.2525,0.2125,8.205
"780",17,"CANY","Jan","2060-2099",1.0275,0.1825,0.125,0.3025,0.0825,0.055,7.3775
"781",17,"CARE","Jan","1980-2019",6.65,0.0625,0.0625,0.1275,0.0625,0,30.6325
"782",17,"CARE","Jan","2020-2059",5.2775,0.0575,0.0425,0.1025,0.225,0,33.1625
"783",17,"CARE","Jan","2060-2099",2.695,0.09,0.0875,0.1675,0.0025,0,31.625
"784",17,"CEBR","Jan","1980-2019",182.725,0,0,0,0.085,0.1875,228.775
"785",17,"CEBR","Jan","2020-2059",213.1375,0,0,0,0,0,224.705
"786",17,"CEBR","Jan","2060-2099",179.2225,0,0,0,0.0175,0.29,226.6
"787",17,"COLM","Jan","1980-2019",9.6375,0.0825,0.02,0.1025,0.2375,0.15,46.995
"788",17,"COLM","Jan","2020-2059",2.5625,0.115,0.0225,0.1425,0.11,0.23,48
"789",17,"COLM","Jan","2060-2099",2.0925,0.175,0.0375,0.2125,0.335,0.2,48.87
"790",17,"CURE","Jan","1980-2019",34.21,0,0,0,0,0,21.98
"791",17,"CURE","Jan","2020-2059",37.79,0,0,0,0,0,22.7075
"792",17,"CURE","Jan","2060-2099",32.6325,0,0,0,0,0,21.575
"793",17,"DINO","Jan","1980-2019",18.0925,0.0125,0.0125,0.0225,0.0575,0.22,42.435
"794",17,"DINO","Jan","2020-2059",10.275,0.0275,0.005,0.035,0.075,0.09,43.9075
"795",17,"DINO","Jan","2060-2099",8.675,0.04,0.005,0.0475,0.1375,0.175,47.8075
"796",17,"FOBU","Jan","1980-2019",48.8425,0,0,0,0.0125,0,165.7275
"797",17,"FOBU","Jan","2020-2059",41.0325,0,0,0,0,0,155.41
"798",17,"FOBU","Jan","2060-2099",42.2,0,0,0,0.13,0,160.585
"799",17,"GOSP","Jan","1980-2019",25.08,0.025,0.0175,0.04,0.86,1.2425,71.0675
"800",17,"GOSP","Jan","2020-2059",15.5125,0.035,0,0.0375,0.315,0.935,75.6925
"801",17,"GOSP","Jan","2060-2099",5.5125,0.13,0.0125,0.15,0.635,1.1525,79.6075
"802",17,"HOVE","Jan","1980-2019",11.2175,0.0675,0.0625,0.125,0.7275,0.335,69.405
"803",17,"HOVE","Jan","2020-2059",6.0325,0.075,0.035,0.11,0.725,0.2225,76.6375
"804",17,"HOVE","Jan","2060-2099",3.3675,0.1675,0.08,0.2525,0.47,0.01,70.965
"805",17,"NABR","Jan","1980-2019",11.55,0.1125,0.0375,0.1425,0.49,0.995,40.96
"806",17,"NABR","Jan","2020-2059",6.3825,0.1025,0.0275,0.135,0.825,0.305,41.89
"807",17,"NABR","Jan","2060-2099",3.1475,0.1625,0.055,0.2175,0.1975,0.41,41.015
"808",17,"PISP","Jan","1980-2019",1.7725,0.2475,0.115,0.375,1.03,0.4125,50.155
"809",17,"PISP","Jan","2020-2059",0.39,0.2525,0.13,0.39,1.045,0.265,50.9
"810",17,"PISP","Jan","2060-2099",0.515,0.3425,0.16,0.505,1.275,0,49.835
"811",17,"TICA","Jan","1980-2019",89.255,0.01,0,0.01,0.23,0.7275,132.715
"812",17,"TICA","Jan","2020-2059",88,0,0,0,0.43,0.6325,129.7925
"813",17,"TICA","Jan","2060-2099",69.525,0,0,0,0.6475,2.39,135.245
"814",17,"ZION","Jan","1980-2019",11.55,0.23,0.0275,0.26,1.3125,2.2625,39.43
"815",17,"ZION","Jan","2020-2059",3.1,0.1775,0.0175,0.1975,1.42,1.7575,39.47
"816",17,"ZION","Jan","2060-2099",3.1775,0.265,0.0325,0.305,1.5175,1.745,38.7875
"817",18,"ARCH","Jan","1980-2019",7.7225,0.145,0.0275,0.17,0.4275,0.595,13.1925
"818",18,"ARCH","Jan","2020-2059",2.8925,0.11,0.03,0.15,0.2425,0.2225,12.7225
"819",18,"ARCH","Jan","2060-2099",1.8975,0.2075,0.0875,0.29,0.2925,0.1875,11.7775
"820",18,"BLCA","Jan","1980-2019",25.4675,0.0675,0.0025,0.0725,0.11,0.12,81.455
"821",18,"BLCA","Jan","2020-2059",24.27,0.0225,0,0.025,0.1025,0.1625,79.2675
"822",18,"BLCA","Jan","2060-2099",13.7175,0.0725,0.0025,0.075,0.1175,0.1675,89.29
"823",18,"BRCA","Jan","1980-2019",31.59,0.0975,0.0175,0.1075,0.0675,0.385,45.1775
"824",18,"BRCA","Jan","2020-2059",27.295,0.005,0.0025,0.0075,0.115,0.165,47.6675
"825",18,"BRCA","Jan","2060-2099",20.5925,0.0525,0.0025,0.0525,0.1475,0.665,48.2925
"826",18,"CANY","Jan","1980-2019",4.3525,0.1625,0.05,0.205,0.5175,0.765,8.8
"827",18,"CANY","Jan","2020-2059",1.7,0.1325,0.045,0.185,0.1175,0.1475,8.1625
"828",18,"CANY","Jan","2060-2099",1.5075,0.175,0.1275,0.3075,0.075,0.01,7.3675
"829",18,"CARE","Jan","1980-2019",6.935,0.1125,0.0675,0.18,0.2825,0.0675,31.1025
"830",18,"CARE","Jan","2020-2059",5.715,0.045,0.0325,0.085,0.0125,0,33.2075
"831",18,"CARE","Jan","2060-2099",3.285,0.135,0.0725,0.205,0.0325,0,31.6025
"832",18,"CEBR","Jan","1980-2019",185.1725,0,0,0,0.2325,0.93,228.775
"833",18,"CEBR","Jan","2020-2059",216.665,0,0,0,0,0,224.705
"834",18,"CEBR","Jan","2060-2099",182.5725,0,0,0,0.2725,0.4125,226.6
"835",18,"COLM","Jan","1980-2019",9.4075,0.11,0.015,0.13,0.285,0.32,47.1675
"836",18,"COLM","Jan","2020-2059",2.25,0.125,0.0275,0.155,0.23,0.06,48.4175
"837",18,"COLM","Jan","2060-2099",1.9,0.18,0.0425,0.2175,0.1825,0.2125,49.0125
"838",18,"CURE","Jan","1980-2019",34.5425,0,0,0,0.03,0,22.01
"839",18,"CURE","Jan","2020-2059",38.36,0,0,0,0,0,22.7075
"840",18,"CURE","Jan","2060-2099",33.08,0,0,0,0.0675,0.5075,21.575
"841",18,"DINO","Jan","1980-2019",18.72,0.01,0.0075,0.0175,0.16,0.06,42.6475
"842",18,"DINO","Jan","2020-2059",10.6275,0.02,0.005,0.025,0.0075,0.0075,43.9175
"843",18,"DINO","Jan","2060-2099",8.6325,0.0525,0.005,0.055,0.305,0.0975,48.305
"844",18,"FOBU","Jan","1980-2019",49.455,0,0,0,0.07,0,166.0625
"845",18,"FOBU","Jan","2020-2059",41.62,0,0,0,0,0,155.41
"846",18,"FOBU","Jan","2060-2099",43.0425,0,0,0,0.0225,0,160.785
"847",18,"GOSP","Jan","1980-2019",25.1575,0.035,0.005,0.04,0.73,1.09,71.5975
"848",18,"GOSP","Jan","2020-2059",15.83,0.0325,0,0.0325,1.0275,0.56,76.56
"849",18,"GOSP","Jan","2060-2099",5.1075,0.1825,0.015,0.2,0.435,0.9525,79.58
"850",18,"HOVE","Jan","1980-2019",11.6075,0.1225,0.0575,0.1725,0.525,0.55,69.425
"851",18,"HOVE","Jan","2020-2059",6.5825,0.055,0.04,0.1,0.255,0.17,76.6675
"852",18,"HOVE","Jan","2060-2099",3.76,0.15,0.09,0.2375,0.53,0,71.5625
"853",18,"NABR","Jan","1980-2019",11.24,0.1525,0.0425,0.195,0.5625,1.285,40.9825
"854",18,"NABR","Jan","2020-2059",6.8675,0.085,0.0275,0.1175,0.275,0.2575,41.8725
"855",18,"NABR","Jan","2060-2099",3.6975,0.2125,0.055,0.2625,0.2675,0.28,40.985
"856",18,"PISP","Jan","1980-2019",1.81,0.2625,0.15,0.4225,0.6075,0.4575,50.2825
"857",18,"PISP","Jan","2020-2059",0.64,0.23,0.14,0.37,1.095,0.615,51.2825
"858",18,"PISP","Jan","2060-2099",0.35,0.2775,0.1525,0.43,0.92,0.2825,50.5525
"859",18,"TICA","Jan","1980-2019",89.275,0.0125,0,0.0125,0.6325,1.3925,133.4775
"860",18,"TICA","Jan","2020-2059",89.415,0,0,0,0.16,0.385,129.8
"861",18,"TICA","Jan","2060-2099",70.78,0.0175,0,0.0175,1.1075,2.5725,135.4075
"862",18,"ZION","Jan","1980-2019",11.88,0.24,0.03,0.2675,1.3075,1.5975,39.395
"863",18,"ZION","Jan","2020-2059",4.4475,0.1725,0.0175,0.1925,0.905,0.995,39.48
"864",18,"ZION","Jan","2060-2099",3.38,0.26,0.0325,0.2975,1.575,1.78,38.7875
"865",19,"ARCH","Jan","1980-2019",7.3575,0.1475,0.0375,0.18,0.2575,0.63,13.29
"866",19,"ARCH","Jan","2020-2059",3.24,0.165,0.0425,0.2075,0.245,0.1475,12.83
"867",19,"ARCH","Jan","2060-2099",1.8,0.205,0.085,0.295,0.2625,0.485,11.8275
"868",19,"BLCA","Jan","1980-2019",25.9425,0.0875,0.01,0.0975,0.0775,0.275,81.535
"869",19,"BLCA","Jan","2020-2059",24.66,0.01,0,0.0125,0.1525,0.335,79.2925
"870",19,"BLCA","Jan","2060-2099",13.5525,0.0375,0.005,0.04,0.3275,0.7225,89.665
"871",19,"BRCA","Jan","1980-2019",32.0625,0.0975,0.025,0.1275,0,0.1475,45.2275
"872",19,"BRCA","Jan","2020-2059",28.5475,0.0025,0.005,0.005,0.0225,0.5075,47.6925
"873",19,"BRCA","Jan","2060-2099",20.27,0.055,0.01,0.0675,0.1,0.96,48.285
"874",19,"CANY","Jan","1980-2019",3.9675,0.155,0.06,0.22,0.2375,0.8275,8.715
"875",19,"CANY","Jan","2020-2059",1.9875,0.16,0.06,0.2225,0.25,0.205,8.145
"876",19,"CANY","Jan","2060-2099",1.4675,0.175,0.1175,0.29,0.1425,0.1775,7.445
"877",19,"CARE","Jan","1980-2019",7.3725,0.085,0.0775,0.165,0.04,0,31.215
"878",19,"CARE","Jan","2020-2059",7.14,0.065,0.055,0.1175,0.0125,0,33.2575
"879",19,"CARE","Jan","2060-2099",3.1975,0.1075,0.085,0.195,0.0475,0,32.0275
"880",19,"CEBR","Jan","1980-2019",186.7425,0,0,0,0,0.9225,228.8225
"881",19,"CEBR","Jan","2020-2059",221.6175,0,0,0,0,0,224.705
"882",19,"CEBR","Jan","2060-2099",185.2,0,0,0,0.0675,0.1225,226.6
"883",19,"COLM","Jan","1980-2019",9.1675,0.14,0.0325,0.175,0.1325,0.18,47.345
"884",19,"COLM","Jan","2020-2059",2.02,0.1125,0.025,0.1475,0.2875,0.3625,48.47
"885",19,"COLM","Jan","2060-2099",1.61,0.1975,0.035,0.25,0.3775,0.225,49.3475
"886",19,"CURE","Jan","1980-2019",35.16,0,0,0,0,0,22.01
"887",19,"CURE","Jan","2020-2059",38.9325,0,0,0,0,0,22.7075
"888",19,"CURE","Jan","2060-2099",34.0675,0,0,0,0,0,21.575
"889",19,"DINO","Jan","1980-2019",18.55,0.0425,0.005,0.05,0.07,0.2825,42.955
"890",19,"DINO","Jan","2020-2059",10.5825,0.01,0.0075,0.015,0.255,0.185,44.12
"891",19,"DINO","Jan","2060-2099",8.075,0.0325,0.01,0.0425,0.3625,0.5025,48.8675
"892",19,"FOBU","Jan","1980-2019",50.1975,0,0,0,0.01,0,166.0725
"893",19,"FOBU","Jan","2020-2059",42.1975,0,0,0,0,0,155.41
"894",19,"FOBU","Jan","2060-2099",44.1625,0,0,0,0.04,0,160.835
"895",19,"GOSP","Jan","1980-2019",26.045,0.035,0.0075,0.045,0.6825,0.145,72.2425
"896",19,"GOSP","Jan","2020-2059",16.095,0.05,0,0.05,0.4025,0.475,76.6975
"897",19,"GOSP","Jan","2060-2099",4.9275,0.175,0.0175,0.1925,0.8475,1.0475,79.7675
"898",19,"HOVE","Jan","1980-2019",11.44,0.0825,0.0725,0.1525,0.415,0.3075,70.055
"899",19,"HOVE","Jan","2020-2059",7.425,0.105,0.0525,0.1625,0.3325,0.235,76.785
"900",19,"HOVE","Jan","2060-2099",3.36,0.1675,0.08,0.25,0.5075,0.185,72.33
"901",19,"NABR","Jan","1980-2019",11.2325,0.1675,0.0575,0.2225,0.2975,0.4075,41.11
"902",19,"NABR","Jan","2020-2059",7.83,0.115,0.0325,0.145,0.2075,0.38,42.01
"903",19,"NABR","Jan","2060-2099",3.3725,0.19,0.0475,0.255,0.42,0.4775,41.265
"904",19,"PISP","Jan","1980-2019",1.47,0.245,0.1725,0.43,0.4925,0.0725,50.8525
"905",19,"PISP","Jan","2020-2059",1.465,0.285,0.1725,0.4475,1.3275,0.6225,51.7225
"906",19,"PISP","Jan","2060-2099",0.0725,0.38,0.175,0.5625,0.7025,0.3575,50.83
"907",19,"TICA","Jan","1980-2019",90.2975,0,0,0,0.18,0.7525,133.9
"908",19,"TICA","Jan","2020-2059",90.495,0,0,0,0.3975,0.5275,129.845
"909",19,"TICA","Jan","2060-2099",71.6225,0,0,0,1.84,2.915,135.53
"910",19,"ZION","Jan","1980-2019",12.37,0.22,0.0425,0.26,0.6575,1.0325,39.32
"911",19,"ZION","Jan","2020-2059",6.5025,0.2025,0.025,0.2325,1.345,1.5875,39.3375
"912",19,"ZION","Jan","2060-2099",2.6175,0.29,0.0425,0.3525,1.36,2.1,38.715
"913",20,"ARCH","Jan","1980-2019",6.8425,0.135,0.04,0.165,0.2025,0.6625,13.3
"914",20,"ARCH","Jan","2020-2059",2.9925,0.15,0.0425,0.195,0.22,0.5175,12.82
"915",20,"ARCH","Jan","2060-2099",1.78,0.245,0.105,0.3425,0.18,0.295,11.64
"916",20,"BLCA","Jan","1980-2019",26.48,0.05,0.0075,0.0575,0.06,0,81.56
"917",20,"BLCA","Jan","2020-2059",24.665,0.0075,0,0.0075,0.1825,0.2875,79.2875
"918",20,"BLCA","Jan","2060-2099",13.5175,0.0425,0.0075,0.05,0.29,0.995,89.75
"919",20,"BRCA","Jan","1980-2019",32.5225,0.075,0.015,0.095,0.0025,0.2425,45.345
"920",20,"BRCA","Jan","2020-2059",29.2525,0.0175,0,0.0175,0.06,0.33,47.685
"921",20,"BRCA","Jan","2060-2099",19.5375,0.0875,0.015,0.1075,0.105,1.165,48.27
"922",20,"CANY","Jan","1980-2019",3.8225,0.155,0.0625,0.2175,0.1325,0.17,8.715
"923",20,"CANY","Jan","2020-2059",1.88,0.15,0.0625,0.2075,0.295,0.33,8.2675
"924",20,"CANY","Jan","2060-2099",1.3175,0.225,0.135,0.3725,0.1025,0.2325,7.365
"925",20,"CARE","Jan","1980-2019",7.47,0.07,0.0625,0.135,0.0125,0,31.2875
"926",20,"CARE","Jan","2020-2059",7.3825,0.0775,0.0475,0.1225,0.0525,0.115,33.3325
"927",20,"CARE","Jan","2060-2099",3.3825,0.125,0.115,0.2325,0.055,0,32.0575
"928",20,"CEBR","Jan","1980-2019",188.7225,0,0,0,0,0.6125,228.925
"929",20,"CEBR","Jan","2020-2059",224.655,0,0,0,0.055,0.055,224.705
"930",20,"CEBR","Jan","2060-2099",185.8775,0,0,0,0.09,1.2025,226.6
"931",20,"COLM","Jan","1980-2019",9.1575,0.0975,0.0275,0.1275,0.15,0.0675,47.4975
"932",20,"COLM","Jan","2020-2059",1.7975,0.12,0.0275,0.14,0.2275,0.1925,48.65
"933",20,"COLM","Jan","2060-2099",1.78,0.18,0.045,0.2225,0.2975,0.19,49.34
"934",20,"CURE","Jan","1980-2019",35.46,0,0,0,0,0,22.01
"935",20,"CURE","Jan","2020-2059",39.355,0,0,0,0,0,22.7075
"936",20,"CURE","Jan","2060-2099",34.5525,0,0,0,0,0.135,21.575
"937",20,"DINO","Jan","1980-2019",18.985,0.05,0.0125,0.0625,0,0.02,42.92
"938",20,"DINO","Jan","2020-2059",10.5425,0.0075,0.0075,0.015,0.12,0.0575,44.2825
"939",20,"DINO","Jan","2060-2099",7.9275,0.0475,0.0175,0.07,0.105,0.375,49
"940",20,"FOBU","Jan","1980-2019",50.76,0,0,0,0,0,166.11
"941",20,"FOBU","Jan","2020-2059",42.485,0,0,0,0,0,155.41
"942",20,"FOBU","Jan","2060-2099",45.015,0,0,0,0,0,160.9075
"943",20,"GOSP","Jan","1980-2019",26.3425,0.02,0.0125,0.0325,0.3925,0.0575,72.875
"944",20,"GOSP","Jan","2020-2059",16.1775,0.0375,0,0.0375,0.4325,0.77,76.88
"945",20,"GOSP","Jan","2060-2099",4.905,0.1125,0.005,0.12,0.81,0.7875,80.11
"946",20,"HOVE","Jan","1980-2019",11.4575,0.0925,0.0575,0.1525,0.45,0.105,70.635
"947",20,"HOVE","Jan","2020-2059",7.06,0.105,0.06,0.1625,0.3575,0.4225,77.4125
"948",20,"HOVE","Jan","2060-2099",3.1975,0.2175,0.0875,0.3025,0.1175,0.145,72.6025
"949",20,"NABR","Jan","1980-2019",11.89,0.1325,0.04,0.1725,0.2075,0.1425,41.0975
"950",20,"NABR","Jan","2020-2059",8.4175,0.1275,0.0275,0.16,0.0975,0.365,41.975
"951",20,"NABR","Jan","2060-2099",3.3775,0.2275,0.0575,0.2925,0.135,0.35,41.195
"952",20,"PISP","Jan","1980-2019",1.74,0.265,0.155,0.4225,0.3125,0.0625,51.1025
"953",20,"PISP","Jan","2020-2059",0.7125,0.265,0.1375,0.41,0.955,0.45,52.7975
"954",20,"PISP","Jan","2060-2099",0.165,0.3725,0.1925,0.5725,0.6625,0.0275,51.1375
"955",20,"TICA","Jan","1980-2019",90.7325,0,0,0,0.305,1.1225,134.055
"956",20,"TICA","Jan","2020-2059",90.2825,0,0,0,0.5775,1.1225,130.0675
"957",20,"TICA","Jan","2060-2099",71.53,0.015,0,0.015,0.3625,1.9475,135.605
"958",20,"ZION","Jan","1980-2019",13.58,0.1975,0.0375,0.235,0.155,0.575,39.21
"959",20,"ZION","Jan","2020-2059",6.4075,0.2025,0.0225,0.2225,1.395,1.8575,39.3825
"960",20,"ZION","Jan","2060-2099",2.3425,0.3175,0.05,0.375,1.09,1.4125,38.585
"961",21,"ARCH","Jan","1980-2019",6.55,0.115,0.025,0.1375,0.2925,0.675,13.3625
"962",21,"ARCH","Jan","2020-2059",3.065,0.1475,0.045,0.195,0.2175,0.3925,12.725
"963",21,"ARCH","Jan","2060-2099",1.925,0.245,0.0925,0.3375,0.225,0.4225,11.525
"964",21,"BLCA","Jan","1980-2019",27.795,0.035,0.0025,0.0375,0.015,0,81.69
"965",21,"BLCA","Jan","2020-2059",24.38,0.02,0.0025,0.025,0.0575,0.665,79.49
"966",21,"BLCA","Jan","2060-2099",13.175,0.065,0.0075,0.07,0.3175,1.1525,89.71
"967",21,"BRCA","Jan","1980-2019",33.3475,0.05,0.015,0.07,0.02,0.39,45.33
"968",21,"BRCA","Jan","2020-2059",30.01,0.02,0.0025,0.0225,0.1425,0.51,47.665
"969",21,"BRCA","Jan","2060-2099",20.045,0.055,0.01,0.0675,0.1525,0.7575,48.3175
"970",21,"CANY","Jan","1980-2019",4.025,0.125,0.045,0.175,0.25,0.0825,8.7675
"971",21,"CANY","Jan","2020-2059",1.8925,0.15,0.0725,0.225,0.2,0.275,8.2025
"972",21,"CANY","Jan","2060-2099",1.2875,0.2475,0.1425,0.385,0.3125,0.435,7.275
"973",21,"CARE","Jan","1980-2019",7.89,0.07,0.04,0.1125,0.0325,0,31.345
"974",21,"CARE","Jan","2020-2059",7.535,0.1,0.0475,0.1475,0.05,0.245,33.3375
"975",21,"CARE","Jan","2060-2099",3.62,0.1075,0.085,0.1925,0.1625,0,32.2675
"976",21,"CEBR","Jan","1980-2019",192.9375,0,0,0,0,0.43,228.925
"977",21,"CEBR","Jan","2020-2059",228.3075,0,0,0,0.3425,0.3675,224.705
"978",21,"CEBR","Jan","2060-2099",189.845,0,0,0,0.47,0.83,226.6
"979",21,"COLM","Jan","1980-2019",9.175,0.0975,0.01,0.1075,0.2925,0.055,47.9
"980",21,"COLM","Jan","2020-2059",1.8325,0.16,0.0275,0.19,0.1525,0.235,48.5475
"981",21,"COLM","Jan","2060-2099",1.88,0.175,0.0525,0.2225,0.28,0.1075,49.43
"982",21,"CURE","Jan","1980-2019",36.1725,0,0,0,0,0,22.01
"983",21,"CURE","Jan","2020-2059",40.06,0,0,0,0,0,22.7075
"984",21,"CURE","Jan","2060-2099",35.3075,0,0,0,0,0,21.7075
"985",21,"DINO","Jan","1980-2019",19.5225,0.0225,0.005,0.0275,0.0575,0.0025,42.9525
"986",21,"DINO","Jan","2020-2059",10.3825,0.0375,0.005,0.045,0.01,0.1875,44.525
"987",21,"DINO","Jan","2060-2099",7.81,0.0725,0.0175,0.0975,0.1675,0.45,48.9525
"988",21,"FOBU","Jan","1980-2019",51.595,0,0,0,0,0,166.11
"989",21,"FOBU","Jan","2020-2059",42.7725,0,0,0,0.0325,0,155.4925
"990",21,"FOBU","Jan","2060-2099",45.53,0,0,0,0.0775,0,160.985
"991",21,"GOSP","Jan","1980-2019",26.7025,0.0125,0.005,0.0175,1.04,0.3575,73.645
"992",21,"GOSP","Jan","2020-2059",17.385,0.0375,0,0.0375,0.4875,0.62,76.9475
"993",21,"GOSP","Jan","2060-2099",4.68,0.15,0.0125,0.1625,0.7375,0.85,80.1875
"994",21,"HOVE","Jan","1980-2019",11.4575,0.0975,0.0525,0.15,0.63,0.05,71.535
"995",21,"HOVE","Jan","2020-2059",7.1425,0.1375,0.0475,0.1825,0.2425,0.255,77.605
"996",21,"HOVE","Jan","2060-2099",3.1775,0.18,0.0925,0.2775,0.59,0.1125,73.4775
"997",21,"NABR","Jan","1980-2019",12.715,0.1075,0.035,0.145,0.235,0.0275,41.19
"998",21,"NABR","Jan","2020-2059",8.3625,0.15,0.0225,0.175,0.2025,0.66,41.92
"999",21,"NABR","Jan","2060-2099",3.5575,0.2175,0.0575,0.2775,0.655,0.5925,41.51
"1000",21,"PISP","Jan","1980-2019",1.765,0.24,0.14,0.38,0.5125,0.2675,51.5825
"1001",21,"PISP","Jan","2020-2059",0.425,0.3225,0.125,0.4525,1.0775,0.7475,53.245
"1002",21,"PISP","Jan","2060-2099",0.4,0.3725,0.1875,0.56,1.525,0.81,51.555
"1003",21,"TICA","Jan","1980-2019",94.2775,0.01,0,0.01,0.085,0.5525,134.055
"1004",21,"TICA","Jan","2020-2059",90.7375,0,0,0,0.2325,1.3175,130.0675
"1005",21,"TICA","Jan","2060-2099",71.3525,0.0225,0,0.0225,1.1425,2.4075,135.6
"1006",21,"ZION","Jan","1980-2019",15.655,0.1625,0.03,0.1975,0.3625,0.46,39.345
"1007",21,"ZION","Jan","2020-2059",6.3675,0.21,0.02,0.2325,1.9625,2.4275,39.2725
"1008",21,"ZION","Jan","2060-2099",2.8625,0.3325,0.0425,0.38,2.61,2.7025,38.52
"1009",22,"ARCH","Jan","1980-2019",6.36,0.0975,0.025,0.125,0.06,0.4,13.29
"1010",22,"ARCH","Jan","2020-2059",2.91,0.195,0.0525,0.2425,0.2925,0.4875,12.6675
"1011",22,"ARCH","Jan","2060-2099",1.9925,0.22,0.1025,0.325,0.3075,0.4925,11.415
"1012",22,"BLCA","Jan","1980-2019",28.155,0.0325,0.005,0.0375,0.025,0,81.905
"1013",22,"BLCA","Jan","2020-2059",24.7,0.02,0.0025,0.0225,0,0.29,79.665
"1014",22,"BLCA","Jan","2060-2099",13.9875,0.0725,0.0075,0.08,0.4525,0.7125,89.75
"1015",22,"BRCA","Jan","1980-2019",33.0475,0.045,0.0125,0.065,0,0.535,45.3825
"1016",22,"BRCA","Jan","2020-2059",30.87,0.015,0.0025,0.0175,0.43,0.6875,47.6475
"1017",22,"BRCA","Jan","2060-2099",20.725,0.0625,0.0125,0.075,0.29,0.61,48.4425
"1018",22,"CANY","Jan","1980-2019",3.9775,0.13,0.0475,0.1825,0.075,0.0775,8.765
"1019",22,"CANY","Jan","2020-2059",1.8275,0.1625,0.0725,0.2225,0.2725,0.365,8.1875
"1020",22,"CANY","Jan","2060-2099",1.285,0.215,0.1575,0.37,0.1575,0.4075,7.1725
"1021",22,"CARE","Jan","1980-2019",7.84,0.0575,0.0425,0.0975,0.0075,0,31.4525
"1022",22,"CARE","Jan","2020-2059",7.2425,0.095,0.0625,0.155,0.38,0.475,33.6725
"1023",22,"CARE","Jan","2060-2099",3.9,0.1225,0.1075,0.235,0.08,0,32.4975
"1024",22,"CEBR","Jan","1980-2019",194.1375,0,0,0,0.0475,0.485,228.9975
"1025",22,"CEBR","Jan","2020-2059",232.6575,0,0,0,0.01,0.01,224.725
"1026",22,"CEBR","Jan","2060-2099",193.985,0,0,0,0.0225,0.105,226.6
"1027",22,"COLM","Jan","1980-2019",9.2625,0.0725,0.0125,0.0875,0.0925,0,48.0625
"1028",22,"COLM","Jan","2020-2059",1.9975,0.165,0.03,0.195,0.245,0.28,48.4275
"1029",22,"COLM","Jan","2060-2099",1.8875,0.24,0.05,0.3,0.4425,0.54,49.3925
"1030",22,"CURE","Jan","1980-2019",36.545,0,0,0,0,0,22.01
"1031",22,"CURE","Jan","2020-2059",40.4875,0,0,0,0,0,22.8875
