"","doy","park","month","decades","accumswe_daily","aet_daily","deficit_daily","pet_daily","rain_daily","runoff_daily","soil_water_daily"
"3538",73,"HOVE","Mar","1980-2019",0.425,0.9375,0.205,1.14,0.35,0.04,88.7175
"3539",73,"HOVE","Mar","2020-2059",0,1.14,0.4825,1.61,0.89,0.1475,77.4325
"3540",73,"HOVE","Mar","2060-2099",0,1.32,0.7,2.0175,1.7675,0,58.3375
"3541",73,"NABR","Mar","1980-2019",1.505,0.8375,0.2,1.0425,0.385,0.22,41.2425
"3542",73,"NABR","Mar","2020-2059",0.0775,1.0975,0.3625,1.4575,1.0325,0.1575,36.2075
"3543",73,"NABR","Mar","2060-2099",0,1.1875,0.6425,1.835,1.6,0,27.615
"3544",73,"PISP","Mar","1980-2019",0.3775,1.125,0.3775,1.4975,0.585,0,55.2625
"3545",73,"PISP","Mar","2020-2059",0,1.12,0.5,1.6175,0.96,0,49.0825
"3546",73,"PISP","Mar","2060-2099",0,1.1575,0.7,1.86,1.2925,0,40.5275
"3547",73,"TICA","Mar","1980-2019",76.4975,0.2325,0.005,0.2375,1.4425,3.9075,137.505
"3548",73,"TICA","Mar","2020-2059",19.7375,0.5025,0.0175,0.5275,0.9025,3.0375,135.18
"3549",73,"TICA","Mar","2060-2099",0.8425,0.8075,0.0375,0.85,2.1075,1.8175,133.6225
"3550",73,"ZION","Mar","1980-2019",3.0125,0.7,0.11,0.8175,1.2375,1.4275,39.2225
"3551",73,"ZION","Mar","2020-2059",0.64,0.8475,0.1225,0.975,1.77,1.53,38.2
"3552",73,"ZION","Mar","2060-2099",0.4275,1.3,0.1875,1.4775,2.41,1.22,36.37
"3553",74,"ARCH","Mar","1980-2019",0.01,0.7275,0.6325,1.3625,0.3125,0.0325,8.0475
"3554",74,"ARCH","Mar","2020-2059",0,0.7475,1.0925,1.8425,0.39,0.2075,5.66
"3555",74,"ARCH","Mar","2060-2099",0,0.9625,1.26,2.2325,1.305,0.0175,4.7425
"3556",74,"BLCA","Mar","1980-2019",5.26,0.505,0.025,0.5375,0.3875,2.37,93.87
"3557",74,"BLCA","Mar","2020-2059",1.125,0.9,0.045,0.955,0.99,0.1475,91.0875
"3558",74,"BLCA","Mar","2060-2099",0.06,0.945,0.285,1.23,0.69,0.1075,75.115
"3559",74,"BRCA","Mar","1980-2019",17.53,0.5175,0.05,0.57,0.1675,1.505,51.4775
"3560",74,"BRCA","Mar","2020-2059",1.6175,0.725,0.0825,0.8075,0.3275,0.9525,50.4325
"3561",74,"BRCA","Mar","2060-2099",0.425,0.8125,0.225,1.03,0.87,0.7875,45.0875
"3562",74,"CANY","Mar","1980-2019",0.0075,0.5775,0.7725,1.3525,0.2275,0.15,4.4425
"3563",74,"CANY","Mar","2020-2059",0,0.535,1.2125,1.745,0.485,0.025,2.4425
"3564",74,"CANY","Mar","2060-2099",0,0.57,1.3475,1.9025,0.5775,0,1.985
"3565",74,"CARE","Mar","1980-2019",0.435,0.6675,0.275,0.9525,0.265,0,40.67
"3566",74,"CARE","Mar","2020-2059",0.0475,0.7025,0.5,1.1975,0.4675,0,33.975
"3567",74,"CARE","Mar","2060-2099",0.035,0.7125,0.73,1.44,0.32,0,27.685
"3568",74,"CEBR","Mar","1980-2019",335.9375,0,0,0,0.03,2.275,235.33
"3569",74,"CEBR","Mar","2020-2059",227.2025,0.0425,0,0.0425,0.51,3.9025,241.025
"3570",74,"CEBR","Mar","2060-2099",91.4775,0.135,0,0.135,0.21,3.6025,240.0275
"3571",74,"COLM","Mar","1980-2019",0.0525,0.945,0.1575,1.1125,0.4575,0.0975,49.0925
"3572",74,"COLM","Mar","2020-2059",0.015,1.0325,0.47,1.5175,0.325,0.155,40.4075
"3573",74,"COLM","Mar","2060-2099",0,1.2925,0.775,2.055,1.5925,0,30.65
"3574",74,"CURE","Mar","1980-2019",33.8625,0.2225,0.0125,0.235,0.01,1.8025,28.0475
"3575",74,"CURE","Mar","2020-2059",24.7875,0.385,0.065,0.4525,0.215,1.76,27.5525
"3576",74,"CURE","Mar","2060-2099",1.0825,0.8675,0.21,1.065,0.425,0.11,25.7275
"3577",74,"DINO","Mar","1980-2019",3.5375,0.62,0.0875,0.705,0.56,1.305,54.1375
"3578",74,"DINO","Mar","2020-2059",0.1,0.835,0.1825,1.02,0.67,0.12,47.9425
"3579",74,"DINO","Mar","2060-2099",0.035,1.09,0.325,1.4025,0.545,0.04,43.8575
"3580",74,"FOBU","Mar","1980-2019",48.0625,0.16,0.0225,0.1825,0.27,0.535,202.3775
"3581",74,"FOBU","Mar","2020-2059",21.8025,0.195,0.0525,0.2475,0.5,0.0625,200.955
"3582",74,"FOBU","Mar","2060-2099",7.055,0.2875,0.0875,0.3725,0.6475,0,191.9325
"3583",74,"GOSP","Mar","1980-2019",6.7375,0.8325,0.0525,0.875,1.0675,1.425,83.2525
"3584",74,"GOSP","Mar","2020-2059",0.055,0.995,0.1025,1.1125,0.63,0.195,79.175
"3585",74,"GOSP","Mar","2060-2099",0.05,1.2025,0.085,1.2975,1.2625,0.3425,78.715
"3586",74,"HOVE","Mar","1980-2019",0.275,0.975,0.1875,1.17,0.4275,0.0275,88.2875
"3587",74,"HOVE","Mar","2020-2059",0,1.21,0.4875,1.69,0.355,0.125,76.45
"3588",74,"HOVE","Mar","2060-2099",0,1.29,0.7575,2.045,1.3,0,58.3525
"3589",74,"NABR","Mar","1980-2019",1.0775,0.875,0.1975,1.0725,0.235,0.3475,40.7175
"3590",74,"NABR","Mar","2020-2059",0.0275,1.055,0.4475,1.5,0.3775,0.22,35.3825
"3591",74,"NABR","Mar","2060-2099",0,1.1575,0.7,1.855,1.1525,0,27.6175
"3592",74,"PISP","Mar","1980-2019",0.055,1.1375,0.39,1.545,0.315,0,54.81
"3593",74,"PISP","Mar","2020-2059",0.035,1.1125,0.5975,1.715,0.34,0.0025,48.3
"3594",74,"PISP","Mar","2060-2099",0,1.03,0.82,1.855,0.6725,0.185,39.995
"3595",74,"TICA","Mar","1980-2019",73.335,0.2375,0.005,0.2425,1.13,5.4125,137.4275
"3596",74,"TICA","Mar","2020-2059",18.6575,0.575,0.0075,0.595,2.6775,3.93,135.0825
"3597",74,"TICA","Mar","2060-2099",0.3175,0.95,0.04,0.9875,1.3475,1.3525,133.35
"3598",74,"ZION","Mar","1980-2019",3.3625,0.7525,0.1275,0.8825,0.6675,0.955,38.78
"3599",74,"ZION","Mar","2020-2059",0.3675,0.955,0.1475,1.11,0.63,0.805,37.5825
"3600",74,"ZION","Mar","2060-2099",0.505,1.1025,0.2125,1.325,1.475,1.0925,35.6425
"3601",75,"ARCH","Mar","1980-2019",0.02,0.7475,0.7075,1.465,0.2175,0,7.5275
"3602",75,"ARCH","Mar","2020-2059",0,0.835,1.0875,1.9275,0.63,0,5.445
"3603",75,"ARCH","Mar","2060-2099",0,0.9925,1.295,2.2925,0.7975,0,4.54
"3604",75,"BLCA","Mar","1980-2019",3.3675,0.5775,0.0375,0.6175,0.38,2.3175,93.4825
"3605",75,"BLCA","Mar","2020-2059",1.075,0.8825,0.0475,0.935,1.045,0.645,90.9025
"3606",75,"BLCA","Mar","2060-2099",0.055,1.14,0.315,1.455,0.5925,0,74.615
"3607",75,"BRCA","Mar","1980-2019",16.2825,0.54,0.06,0.605,0.2975,1.7175,51.23
"3608",75,"BRCA","Mar","2020-2059",1.8075,0.8,0.085,0.895,0.355,0.3725,49.8775
"3609",75,"BRCA","Mar","2060-2099",0.3625,0.91,0.1875,1.1,0.53,0.4325,44.62
"3610",75,"CANY","Mar","1980-2019",0.025,0.51,0.8975,1.405,0.345,0,4.2775
"3611",75,"CANY","Mar","2020-2059",0,0.5825,1.205,1.7925,0.3725,0,2.24
"3612",75,"CANY","Mar","2060-2099",0.015,0.4125,1.505,1.9225,0.3425,0.0225,1.895
"3613",75,"CARE","Mar","1980-2019",0.435,0.665,0.32,0.9825,0.255,0,40.34
"3614",75,"CARE","Mar","2020-2059",0.0425,0.7475,0.5475,1.3,0.335,0,33.5825
"3615",75,"CARE","Mar","2060-2099",0.0325,0.785,0.72,1.5,0.475,0,27.3825
"3616",75,"CEBR","Mar","1980-2019",334.9725,0,0,0,0.0075,2.9475,235.5675
"3617",75,"CEBR","Mar","2020-2059",224.7775,0.0325,0,0.0325,0.5575,5.075,241.03
"3618",75,"CEBR","Mar","2060-2099",89,0.1325,0.0025,0.1325,0.5675,4.7675,240.0175
"3619",75,"COLM","Mar","1980-2019",0.135,1.0125,0.1675,1.17,0.54,0.085,48.5775
"3620",75,"COLM","Mar","2020-2059",0.0025,1.1225,0.515,1.625,0.4675,0,39.77
"3621",75,"COLM","Mar","2060-2099",0,1.2775,0.8375,2.105,1.03,0,30.4125
"3622",75,"CURE","Mar","1980-2019",31.875,0.255,0.0175,0.275,0.1175,2.2325,27.8225
"3623",75,"CURE","Mar","2020-2059",22.9,0.51,0.075,0.5875,0.1725,1.9175,27.2925
"3624",75,"CURE","Mar","2060-2099",0.7875,0.925,0.225,1.1525,0.36,0.3675,25.1875
"3625",75,"DINO","Mar","1980-2019",2.235,0.7875,0.08,0.865,0.575,1.565,53.8525
"3626",75,"DINO","Mar","2020-2059",0.175,0.96,0.2175,1.17,0.5875,0,47.62
"3627",75,"DINO","Mar","2060-2099",0.0125,1.1,0.3675,1.445,0.5025,0.03,43.2625
"3628",75,"FOBU","Mar","1980-2019",46.4575,0.1325,0.0125,0.145,0.4525,0.425,204.645
"3629",75,"FOBU","Mar","2020-2059",21.42,0.3225,0.0475,0.375,0.36,0.0325,201.525
"3630",75,"FOBU","Mar","2060-2099",6.1125,0.3175,0.1175,0.435,0.3875,0.0725,193.1825
"3631",75,"GOSP","Mar","1980-2019",5.715,0.845,0.045,0.9075,0.845,1.51,82.885
"3632",75,"GOSP","Mar","2020-2059",0.03,1.05,0.095,1.1525,0.9075,0.1125,78.9525
"3633",75,"GOSP","Mar","2060-2099",0.015,1.1925,0.1225,1.3225,0.78,0.2975,78.05
"3634",75,"HOVE","Mar","1980-2019",0.0825,0.995,0.235,1.24,0.4825,0,88.0325
"3635",75,"HOVE","Mar","2020-2059",0.01,1.2525,0.515,1.7625,0.7925,0.0025,76.005
"3636",75,"HOVE","Mar","2060-2099",0,1.2475,0.84,2.0825,0.8375,0,57.9375
"3637",75,"NABR","Mar","1980-2019",0.925,0.91,0.22,1.1325,0.435,0.12,40.365
"3638",75,"NABR","Mar","2020-2059",0.015,1.15,0.48,1.635,0.515,0.0375,34.72
"3639",75,"NABR","Mar","2060-2099",0,1.125,0.7675,1.8975,0.865,0.175,27.16
"3640",75,"PISP","Mar","1980-2019",0.055,1.08,0.4525,1.5225,0.515,0,54.3025
"3641",75,"PISP","Mar","2020-2059",0.0125,1.095,0.61,1.715,0.4875,0.07,47.6425
"3642",75,"PISP","Mar","2060-2099",0,1.0325,0.885,1.9175,0.6,0,39.56
"3643",75,"TICA","Mar","1980-2019",68.9875,0.2275,0.005,0.2425,0.8875,6.585,137.2275
"3644",75,"TICA","Mar","2020-2059",17.2675,0.595,0.0225,0.625,2.6775,4.2875,134.935
"3645",75,"TICA","Mar","2060-2099",0.3175,0.9875,0.04,1.035,1.7,0.7825,133.46
"3646",75,"ZION","Mar","1980-2019",3.1575,0.825,0.16,0.9925,0.7475,1.4425,38.115
"3647",75,"ZION","Mar","2020-2059",0.89,1.04,0.165,1.195,0.9125,0.36,37.1625
"3648",75,"ZION","Mar","2060-2099",0.305,1.205,0.2125,1.4225,1.26,0.845,35.185
"3649",76,"ARCH","Mar","1980-2019",0.01,0.83,0.6125,1.4425,1.1,0.165,7.6475
"3650",76,"ARCH","Mar","2020-2059",0,0.9675,1.045,2.02,0.775,0,5.2575
"3651",76,"ARCH","Mar","2060-2099",0,0.8925,1.4925,2.39,0.4775,0,4.1175
"3652",76,"BLCA","Mar","1980-2019",2.5375,0.64,0.0375,0.6725,0.4825,1.0925,93.3625
"3653",76,"BLCA","Mar","2020-2059",1.28,0.79,0.0775,0.8525,1.14,0.5475,90.835
"3654",76,"BLCA","Mar","2060-2099",0.0625,1.155,0.2825,1.4425,0.725,0.095,74.15
"3655",76,"BRCA","Mar","1980-2019",15.3825,0.4425,0.0575,0.5075,0.22,1.595,50.8875
"3656",76,"BRCA","Mar","2020-2059",1.95,0.85,0.09,0.94,1.1425,0.6875,49.7425
"3657",76,"BRCA","Mar","2060-2099",0.1175,0.88,0.16,1.0475,0.88,0.41,44.515
"3658",76,"CANY","Mar","1980-2019",0.015,0.6025,0.7875,1.385,0.6475,0.1375,4.22
"3659",76,"CANY","Mar","2020-2059",0,0.56,1.23,1.8,0.5025,0,2.19
"3660",76,"CANY","Mar","2060-2099",0.0475,0.585,1.31,1.895,0.585,0.0175,1.8675
"3661",76,"CARE","Mar","1980-2019",0.3675,0.65,0.31,0.9475,0.4025,0,40.3975
"3662",76,"CARE","Mar","2020-2059",0.0825,0.695,0.5625,1.26,0.4725,0,33.4
"3663",76,"CARE","Mar","2060-2099",0.18,0.76,0.6875,1.4475,0.465,0,27.1075
"3664",76,"CEBR","Mar","1980-2019",335.3175,0.0375,0,0.0375,0.0925,2.6225,235.825
"3665",76,"CEBR","Mar","2020-2059",224.245,0.0325,0,0.0325,0.7575,5.35,241.08
"3666",76,"CEBR","Mar","2060-2099",88.5475,0.15,0,0.15,0.8525,3.675,239.94
"3667",76,"COLM","Mar","1980-2019",0.045,1,0.2025,1.1975,0.7675,0.1625,48.295
"3668",76,"COLM","Mar","2020-2059",0,1.2875,0.4675,1.7425,0.9075,0,39.4125
"3669",76,"COLM","Mar","2060-2099",0,1.3675,0.8575,2.2175,0.6975,0,29.7425
"3670",76,"CURE","Mar","1980-2019",30.3675,0.225,0.025,0.2475,0.0925,1.6325,27.7525
"3671",76,"CURE","Mar","2020-2059",21.11,0.6625,0.0625,0.7325,0.225,1.6775,27.2175
"3672",76,"CURE","Mar","2060-2099",0.1725,1.0275,0.28,1.315,0.3425,0.6225,24.535
"3673",76,"DINO","Mar","1980-2019",1.84,0.75,0.105,0.86,0.605,0.545,53.675
"3674",76,"DINO","Mar","2020-2059",0.0275,0.965,0.24,1.2025,0.865,0.075,47.6175
"3675",76,"DINO","Mar","2060-2099",0.0325,1.0525,0.3375,1.395,0.5575,0,42.7725
"3676",76,"FOBU","Mar","1980-2019",45.9325,0.17,0.0225,0.19,0.23,0.2125,205.6975
"3677",76,"FOBU","Mar","2020-2059",20.265,0.23,0.0675,0.2925,0.7375,0.055,203.2575
"3678",76,"FOBU","Mar","2060-2099",5.68,0.44,0.125,0.5625,0.5425,0.105,193.995
"3679",76,"GOSP","Mar","1980-2019",5.1225,0.7575,0.0625,0.8175,1.3125,1.715,82.455
"3680",76,"GOSP","Mar","2020-2059",0.045,1.135,0.09,1.2175,1.3175,0.185,78.95
"3681",76,"GOSP","Mar","2060-2099",0.155,1.1975,0.0975,1.305,1.165,0.5,77.52
"3682",76,"HOVE","Mar","1980-2019",0.1275,1.0425,0.2375,1.2825,0.6925,0.04,87.6775
"3683",76,"HOVE","Mar","2020-2059",0,1.325,0.555,1.885,0.8775,0.105,75.45
"3684",76,"HOVE","Mar","2060-2099",0,1.2925,0.8875,2.1875,0.7825,0,57.4175
"3685",76,"NABR","Mar","1980-2019",0.4825,0.805,0.225,1.0375,0.555,0.3475,40.36
"3686",76,"NABR","Mar","2020-2059",0,1.295,0.4575,1.7425,1.06,0.195,34.3
"3687",76,"NABR","Mar","2060-2099",0,1.24,0.755,1.9875,0.9675,0.17,26.72
"3688",76,"PISP","Mar","1980-2019",0.0375,1.065,0.4475,1.51,0.5325,0.1925,53.61
"3689",76,"PISP","Mar","2020-2059",0,1.225,0.6025,1.8175,1.37,0.065,47.7475
"3690",76,"PISP","Mar","2060-2099",0,1.1275,0.795,1.9375,0.93,0.03,39.335
"3691",76,"TICA","Mar","1980-2019",67.195,0.24,0.0075,0.2475,0.85,4.3225,137.0775
"3692",76,"TICA","Mar","2020-2059",16.735,0.57,0.0275,0.605,2.875,3.69,134.885
"3693",76,"TICA","Mar","2060-2099",2.015,0.8475,0.0275,0.88,1.52,1.0125,133.255
"3694",76,"ZION","Mar","1980-2019",2.9125,0.6825,0.165,0.855,0.9475,1.7025,37.565
"3695",76,"ZION","Mar","2020-2059",0.6275,0.97,0.145,1.1175,2.58,1.68,37.675
"3696",76,"ZION","Mar","2060-2099",0.15,1.1175,0.2125,1.3325,1.985,0.9325,35.4
"3697",77,"ARCH","Mar","1980-2019",0.1375,0.675,0.6875,1.3625,0.65,0.195,7.4475
"3698",77,"ARCH","Mar","2020-2059",0,0.95,1.0925,2.05,1.1625,0.1775,5.2775
"3699",77,"ARCH","Mar","2060-2099",0,0.9225,1.525,2.45,0.9375,0.0025,4.135
"3700",77,"BLCA","Mar","1980-2019",2.3325,0.5825,0.035,0.6175,0.755,1.225,93.1975
"3701",77,"BLCA","Mar","2020-2059",1.23,0.8375,0.075,0.91,0.64,0.3875,90.5575
"3702",77,"BLCA","Mar","2060-2099",0.08,1.11,0.255,1.3775,0.895,0.145,73.81
"3703",77,"BRCA","Mar","1980-2019",14.1525,0.475,0.0775,0.555,0.2,1.62,50.6025
"3704",77,"BRCA","Mar","2020-2059",1.9375,0.76,0.0925,0.8425,0.88,0.93,49.425
"3705",77,"BRCA","Mar","2060-2099",0.42,0.9025,0.1775,1.0775,0.865,0.2575,44.31
"3706",77,"CANY","Mar","1980-2019",0.085,0.5425,0.835,1.3875,0.56,0.155,4.0875
"3707",77,"CANY","Mar","2020-2059",0,0.5475,1.225,1.7825,0.6475,0.0775,2.205
"3708",77,"CANY","Mar","2060-2099",0,0.7575,1.16,1.9125,1.3475,0.1875,2.3225
"3709",77,"CARE","Mar","1980-2019",0.2875,0.5975,0.315,0.925,0.285,0,40.2
"3710",77,"CARE","Mar","2020-2059",0.0175,0.705,0.5375,1.2275,0.5925,0.055,33.32
"3711",77,"CARE","Mar","2060-2099",0.065,0.7475,0.615,1.35,1.145,0.115,27.5475
"3712",77,"CEBR","Mar","1980-2019",337.16,0.0375,0,0.0375,0.0075,2.3025,235.8775
"3713",77,"CEBR","Mar","2020-2059",225.2225,0.03,0,0.03,0.9325,4.0675,241.0475
"3714",77,"CEBR","Mar","2060-2099",89.1875,0.125,0.0025,0.125,0.7925,4.025,239.845
"3715",77,"COLM","Mar","1980-2019",0.1975,0.985,0.2075,1.195,0.57,0.15,47.7375
"3716",77,"COLM","Mar","2020-2059",0,1.25,0.52,1.7675,1.535,0.5,39.2025
"3717",77,"COLM","Mar","2060-2099",0,1.3825,0.9225,2.2975,1.2325,0,29.61
"3718",77,"CURE","Mar","1980-2019",29.325,0.22,0.025,0.245,0.0475,1.07,27.83
"3719",77,"CURE","Mar","2020-2059",19.175,0.56,0.1075,0.67,0.3075,2.1725,26.94
"3720",77,"CURE","Mar","2060-2099",0.065,0.9725,0.32,1.3,0.41,0.175,23.96
"3721",77,"DINO","Mar","1980-2019",1.7875,0.7325,0.0875,0.83,0.415,0.405,53.16
"3722",77,"DINO","Mar","2020-2059",0.03,1.1075,0.1775,1.2925,0.595,0,47.1275
"3723",77,"DINO","Mar","2060-2099",0.0175,1.125,0.2925,1.4175,0.9425,0,42.6125
"3724",77,"FOBU","Mar","1980-2019",45.2275,0.12,0.02,0.145,0.185,0.2175,206.5625
"3725",77,"FOBU","Mar","2020-2059",18.89,0.3125,0.06,0.37,0.3,0.0325,204.6575
"3726",77,"FOBU","Mar","2060-2099",5.5925,0.42,0.16,0.58,0.745,0.0425,195.0175
"3727",77,"GOSP","Mar","1980-2019",3.93,0.79,0.0675,0.8375,0.935,1.775,82.08
"3728",77,"GOSP","Mar","2020-2059",0.005,1.13,0.1,1.235,0.845,0.21,78.4925
"3729",77,"GOSP","Mar","2060-2099",0.01,1.255,0.125,1.38,2.54,1.44,77.5175
"3730",77,"HOVE","Mar","1980-2019",0.11,1.02,0.245,1.275,0.555,0.3,87.015
"3731",77,"HOVE","Mar","2020-2059",0,1.3475,0.5475,1.9025,1.07,0.31,74.8625
"3732",77,"HOVE","Mar","2060-2099",0,1.3275,0.9125,2.2425,0.825,0,56.92
"3733",77,"NABR","Mar","1980-2019",0.225,0.915,0.24,1.1475,0.39,0.2975,39.955
"3734",77,"NABR","Mar","2020-2059",0,1.325,0.4325,1.7675,1.2275,0.3275,33.875
"3735",77,"NABR","Mar","2060-2099",0,1.265,0.765,2.0325,1,0,26.475
"3736",77,"PISP","Mar","1980-2019",0.0525,1.08,0.4575,1.55,0.7475,0.2525,53.05
"3737",77,"PISP","Mar","2020-2059",0,1.1775,0.58,1.7625,1.185,0.355,47.395
"3738",77,"PISP","Mar","2060-2099",0,1.14,0.805,1.95,1.33,0.115,39.4125
"3739",77,"TICA","Mar","1980-2019",63.585,0.2125,0.01,0.2225,1.075,5.025,137.1225
"3740",77,"TICA","Mar","2020-2059",15.2275,0.49,0.005,0.5025,1.88,3.085,135.145
"3741",77,"TICA","Mar","2060-2099",1.6675,0.8475,0.0225,0.88,2.865,2.1675,133.76
"3742",77,"ZION","Mar","1980-2019",2.7975,0.73,0.17,0.8975,1.14,1.6475,37.245
"3743",77,"ZION","Mar","2020-2059",0.505,0.9525,0.175,1.125,2.175,1.915,37.48
"3744",77,"ZION","Mar","2060-2099",0.52,1.085,0.1925,1.285,2.45,1.3475,35.4725
"3745",78,"ARCH","Mar","1980-2019",0.0125,0.63,0.755,1.3875,0.425,0.0875,7.2925
"3746",78,"ARCH","Mar","2020-2059",0,0.96,1.11,2.0675,1.59,0.305,5.6075
"3747",78,"ARCH","Mar","2060-2099",0,0.9875,1.5025,2.4875,1.4425,0.0325,4.55
"3748",78,"BLCA","Mar","1980-2019",2.3625,0.585,0.045,0.6275,0.285,0.3425,92.8775
"3749",78,"BLCA","Mar","2020-2059",0.7325,1.035,0.08,1.125,0.5275,0.26,90.3975
"3750",78,"BLCA","Mar","2060-2099",0.0175,1.12,0.29,1.405,0.4875,0.045,73.2175
"3751",78,"BRCA","Mar","1980-2019",13.345,0.4475,0.075,0.53,0.225,1.5525,50.2475
"3752",78,"BRCA","Mar","2020-2059",1.74,0.6875,0.08,0.78,0.925,0.955,49.3125
"3753",78,"BRCA","Mar","2060-2099",0.1175,0.9425,0.1825,1.125,1.315,0.5275,44.55
"3754",78,"CANY","Mar","1980-2019",0.01,0.5025,0.83,1.3425,0.2825,0.06,3.875
"3755",78,"CANY","Mar","2020-2059",0,0.5525,1.235,1.7925,0.4225,0,2.07
"3756",78,"CANY","Mar","2060-2099",0,0.735,1.1625,1.9,0.785,0.0625,2.305
"3757",78,"CARE","Mar","1980-2019",0.0825,0.6375,0.35,0.9825,0.1775,0.015,40.01
"3758",78,"CARE","Mar","2020-2059",0.0075,0.8375,0.475,1.3175,0.4825,0,32.9875
"3759",78,"CARE","Mar","2060-2099",0.0575,0.76,0.6275,1.39,1.0625,0.2375,27.6825
"3760",78,"CEBR","Mar","1980-2019",337.8625,0.0325,0,0.0325,0.0275,2.91,235.9725
"3761",78,"CEBR","Mar","2020-2059",226.37,0.0325,0,0.035,0.81,3.7825,241.0375
"3762",78,"CEBR","Mar","2060-2099",87.305,0.115,0.0025,0.12,0.6675,5.8675,239.7275
"3763",78,"COLM","Mar","1980-2019",0.0225,0.96,0.225,1.1925,0.3425,0.2225,47.0925
"3764",78,"COLM","Mar","2020-2059",0,1.2675,0.5375,1.81,1.5275,0.0775,39.365
"3765",78,"COLM","Mar","2060-2099",0,1.4725,0.885,2.3575,1.9175,0,30.045
"3766",78,"CURE","Mar","1980-2019",29.19,0.235,0.035,0.2675,0.04,0.395,27.645
"3767",78,"CURE","Mar","2020-2059",17.755,0.5425,0.12,0.6575,0.4525,1.755,26.7525
"3768",78,"CURE","Mar","2060-2099",0.0325,1.16,0.3125,1.47,0.4075,0.025,23.235
"3769",78,"DINO","Mar","1980-2019",1.6525,0.69,0.0975,0.7975,0.555,0.36,52.82
"3770",78,"DINO","Mar","2020-2059",0.0125,1.03,0.24,1.2775,0.755,0.2675,46.62
"3771",78,"DINO","Mar","2060-2099",0.035,1.135,0.3,1.4325,1.185,0.0175,42.64
"3772",78,"FOBU","Mar","1980-2019",42.7325,0.09,0.015,0.105,0.175,0.39,209.115
"3773",78,"FOBU","Mar","2020-2059",17.94,0.295,0.1025,0.3975,0.3825,0,205.985
"3774",78,"FOBU","Mar","2060-2099",5.115,0.3175,0.135,0.4475,0.505,0.04,196.0875
"3775",78,"GOSP","Mar","1980-2019",3.3625,0.8825,0.065,0.9475,0.6975,0.7225,81.77
"3776",78,"GOSP","Mar","2020-2059",0.025,1.14,0.1275,1.27,0.87,0.165,78.0575
"3777",78,"GOSP","Mar","2060-2099",0.0425,1.2225,0.1325,1.355,1.585,0.715,77.1725
"3778",78,"HOVE","Mar","1980-2019",0.02,0.9925,0.2475,1.245,0.5425,0.2025,86.46
"3779",78,"HOVE","Mar","2020-2059",0,1.3525,0.55,1.905,1.1175,0.0625,74.555
"3780",78,"HOVE","Mar","2060-2099",0,1.4125,0.8625,2.265,1.235,0,56.7425
"3781",78,"NABR","Mar","1980-2019",0.1825,0.7575,0.2275,0.9925,0.61,0.28,39.675
"3782",78,"NABR","Mar","2020-2059",0,1.265,0.49,1.7575,1.205,0.0825,33.735
"3783",78,"NABR","Mar","2060-2099",0,1.2875,0.7675,2.05,1.155,0,26.3475
"3784",78,"PISP","Mar","1980-2019",0.0825,1.0325,0.4275,1.465,0.7325,0.045,52.7425
"3785",78,"PISP","Mar","2020-2059",0,1.2075,0.565,1.77,1.2525,0.0375,47.4075
"3786",78,"PISP","Mar","2060-2099",0,1.1975,0.8075,2.01,1.21,0.0875,39.3325
"3787",78,"TICA","Mar","1980-2019",61.9975,0.295,0.0075,0.3025,1.4525,3.975,137.09
"3788",78,"TICA","Mar","2020-2059",14.1,0.59,0.0175,0.61,1.68,2.395,135.3225
"3789",78,"TICA","Mar","2060-2099",1.895,0.8475,0.025,0.8725,2.2425,1.86,133.8275
"3790",78,"ZION","Mar","1980-2019",3.5175,0.645,0.185,0.83,1.17,0.91,37.33
"3791",78,"ZION","Mar","2020-2059",0.7475,0.89,0.15,1.0375,1.9475,1.6175,37.4075
"3792",78,"ZION","Mar","2060-2099",0.0325,1.275,0.2375,1.51,2.4175,1.28,35.84
"3793",79,"ARCH","Mar","1980-2019",0.0625,0.6275,0.875,1.505,0.3575,0.115,6.9175
"3794",79,"ARCH","Mar","2020-2059",0,0.9775,1.1475,2.1275,0.505,0,5.1225
"3795",79,"ARCH","Mar","2060-2099",0,0.965,1.54,2.5,1.595,0.55,4.635
"3796",79,"BLCA","Mar","1980-2019",2.0625,0.5975,0.0525,0.65,0.25,0.565,92.63
"3797",79,"BLCA","Mar","2020-2059",0.6125,1.06,0.07,1.13,0.645,0.11,90.2675
"3798",79,"BLCA","Mar","2060-2099",0.055,1.07,0.32,1.4,0.97,0.025,73.1
"3799",79,"BRCA","Mar","1980-2019",12.31,0.635,0.0925,0.73,0.1225,1.6725,49.9675
"3800",79,"BRCA","Mar","2020-2059",1.1825,0.6525,0.0975,0.7525,0.5425,0.76,49.275
"3801",79,"BRCA","Mar","2060-2099",0.265,0.895,0.22,1.115,0.9,0.495,44.1575
"3802",79,"CANY","Mar","1980-2019",0.05,0.4525,1.01,1.4575,0.1775,0.0125,3.595
"3803",79,"CANY","Mar","2020-2059",0,0.6375,1.1675,1.8075,0.5675,0.01,1.9925
"3804",79,"CANY","Mar","2060-2099",0,0.7025,1.2525,1.945,0.5625,0.0325,2.14
"3805",79,"CARE","Mar","1980-2019",0.28,0.685,0.4375,1.13,0.3075,0,39.65
"3806",79,"CARE","Mar","2020-2059",0.0475,0.825,0.4575,1.28,0.5425,0,32.6975
