"","year","park","variable","annual_value","averages","decades"
"3279",2009,"CARE","Rain",120.5,"annual_avg","1980-2019"
"3280",2009,"CARE","Accumulated SWE",14.2,"annual_avg","1980-2019"
"3281",2009,"CARE","PET",705.2,"annual_avg","1980-2019"
"3282",2009,"CARE","Deficit",554.3,"annual_avg","1980-2019"
"3283",2009,"CARE","AET",149.8,"annual_avg","1980-2019"
"3284",2009,"CEBR","Soil Water",184.170684931507,"annual_avg","1980-2019"
"3285",2009,"CEBR","Runoff",498.3,"annual_avg","1980-2019"
"3286",2009,"CEBR","Rain",182.2,"annual_avg","1980-2019"
"3287",2009,"CEBR","Accumulated SWE",302.5,"annual_avg","1980-2019"
"3288",2009,"CEBR","PET",363.3,"annual_avg","1980-2019"
"3289",2009,"CEBR","Deficit",88.1,"annual_avg","1980-2019"
"3290",2009,"CEBR","AET",275.9,"annual_avg","1980-2019"
"3291",2009,"COLM","Soil Water",20.9739726027397,"annual_avg","1980-2019"
"3292",2009,"COLM","Runoff",16.2,"annual_avg","1980-2019"
"3293",2009,"COLM","Rain",198.2,"annual_avg","1980-2019"
"3294",2009,"COLM","Accumulated SWE",33.7,"annual_avg","1980-2019"
"3295",2009,"COLM","PET",762.2,"annual_avg","1980-2019"
"3296",2009,"COLM","Deficit",518.3,"annual_avg","1980-2019"
"3297",2009,"COLM","AET",244.3,"annual_avg","1980-2019"
"3298",2009,"CURE","Soil Water",10.1734246575342,"annual_avg","1980-2019"
"3299",2009,"CURE","Runoff",41.1,"annual_avg","1980-2019"
"3300",2009,"CURE","Rain",178.1,"annual_avg","1980-2019"
"3301",2009,"CURE","Accumulated SWE",56.6,"annual_avg","1980-2019"
"3302",2009,"CURE","PET",522.9,"annual_avg","1980-2019"
"3303",2009,"CURE","Deficit",307,"annual_avg","1980-2019"
"3304",2009,"CURE","AET",216,"annual_avg","1980-2019"
"3305",2009,"DINO","Soil Water",24.9528767123288,"annual_avg","1980-2019"
"3306",2009,"DINO","Runoff",3.5,"annual_avg","1980-2019"
"3307",2009,"DINO","Rain",191.8,"annual_avg","1980-2019"
"3308",2009,"DINO","Accumulated SWE",34.7,"annual_avg","1980-2019"
"3309",2009,"DINO","PET",657.9,"annual_avg","1980-2019"
"3310",2009,"DINO","Deficit",419.5,"annual_avg","1980-2019"
"3311",2009,"DINO","AET",237,"annual_avg","1980-2019"
"3312",2009,"FOBU","Soil Water",166.890684931507,"annual_avg","1980-2019"
"3313",2009,"FOBU","Runoff",0,"annual_avg","1980-2019"
"3314",2009,"FOBU","Rain",253.6,"annual_avg","1980-2019"
"3315",2009,"FOBU","Accumulated SWE",43.9,"annual_avg","1980-2019"
"3316",2009,"FOBU","PET",451.2,"annual_avg","1980-2019"
"3317",2009,"FOBU","Deficit",132.3,"annual_avg","1980-2019"
"3318",2009,"FOBU","AET",319.2,"annual_avg","1980-2019"
"3319",2009,"GOSP","Soil Water",47.4983561643836,"annual_avg","1980-2019"
"3320",2009,"GOSP","Runoff",127.4,"annual_avg","1980-2019"
"3321",2009,"GOSP","Rain",310.5,"annual_avg","1980-2019"
"3322",2009,"GOSP","Accumulated SWE",66.7,"annual_avg","1980-2019"
"3323",2009,"GOSP","PET",631.1,"annual_avg","1980-2019"
"3324",2009,"GOSP","Deficit",317.5,"annual_avg","1980-2019"
"3325",2009,"GOSP","AET",313.9,"annual_avg","1980-2019"
"3326",2009,"HOVE","Soil Water",30.8717808219178,"annual_avg","1980-2019"
"3327",2009,"HOVE","Runoff",0,"annual_avg","1980-2019"
"3328",2009,"HOVE","Rain",130.6,"annual_avg","1980-2019"
"3329",2009,"HOVE","Accumulated SWE",41,"annual_avg","1980-2019"
"3330",2009,"HOVE","PET",795,"annual_avg","1980-2019"
"3331",2009,"HOVE","Deficit",587.1,"annual_avg","1980-2019"
"3332",2009,"HOVE","AET",208.1,"annual_avg","1980-2019"
"3333",2009,"NABR","Soil Water",18.0205479452055,"annual_avg","1980-2019"
"3334",2009,"NABR","Runoff",26.2,"annual_avg","1980-2019"
"3335",2009,"NABR","Rain",152.2,"annual_avg","1980-2019"
"3336",2009,"NABR","Accumulated SWE",50.1,"annual_avg","1980-2019"
"3337",2009,"NABR","PET",738.9,"annual_avg","1980-2019"
"3338",2009,"NABR","Deficit",535.9,"annual_avg","1980-2019"
"3339",2009,"NABR","AET",201.1,"annual_avg","1980-2019"
"3340",2009,"PISP","Soil Water",20.4383561643836,"annual_avg","1980-2019"
"3341",2009,"PISP","Runoff",8.7,"annual_avg","1980-2019"
"3342",2009,"PISP","Rain",106.8,"annual_avg","1980-2019"
"3343",2009,"PISP","Accumulated SWE",12.6,"annual_avg","1980-2019"
"3344",2009,"PISP","PET",858.9,"annual_avg","1980-2019"
"3345",2009,"PISP","Deficit",689,"annual_avg","1980-2019"
"3346",2009,"PISP","AET",167.4,"annual_avg","1980-2019"
"3347",2009,"TICA","Soil Water",101.561643835616,"annual_avg","1980-2019"
"3348",2009,"TICA","Runoff",448.5,"annual_avg","1980-2019"
"3349",2009,"TICA","Rain",515.3,"annual_avg","1980-2019"
"3350",2009,"TICA","Accumulated SWE",108.6,"annual_avg","1980-2019"
"3351",2009,"TICA","PET",488.7,"annual_avg","1980-2019"
"3352",2009,"TICA","Deficit",147.2,"annual_avg","1980-2019"
"3353",2009,"TICA","AET",341.3,"annual_avg","1980-2019"
"3354",2009,"ZION","Soil Water",16.2693150684931,"annual_avg","1980-2019"
"3355",2009,"ZION","Runoff",160,"annual_avg","1980-2019"
"3356",2009,"ZION","Rain",215.4,"annual_avg","1980-2019"
"3357",2009,"ZION","Accumulated SWE",41.2,"annual_avg","1980-2019"
"3358",2009,"ZION","PET",746.8,"annual_avg","1980-2019"
"3359",2009,"ZION","Deficit",557.8,"annual_avg","1980-2019"
"3360",2009,"ZION","AET",186,"annual_avg","1980-2019"
"3361",2010,"ARCH","Soil Water",6.52712328767123,"annual_avg","1980-2019"
"3362",2010,"ARCH","Runoff",106.9,"annual_avg","1980-2019"
"3363",2010,"ARCH","Rain",210.4,"annual_avg","1980-2019"
"3364",2010,"ARCH","Accumulated SWE",36.4,"annual_avg","1980-2019"
"3365",2010,"ARCH","PET",819,"annual_avg","1980-2019"
"3366",2010,"ARCH","Deficit",644.1,"annual_avg","1980-2019"
"3367",2010,"ARCH","AET",173.1,"annual_avg","1980-2019"
"3368",2010,"BLCA","Soil Water",57.6547945205479,"annual_avg","1980-2019"
"3369",2010,"BLCA","Runoff",65.1,"annual_avg","1980-2019"
"3370",2010,"BLCA","Rain",254.6,"annual_avg","1980-2019"
"3371",2010,"BLCA","Accumulated SWE",61.8,"annual_avg","1980-2019"
"3372",2010,"BLCA","PET",623.3,"annual_avg","1980-2019"
"3373",2010,"BLCA","Deficit",315.8,"annual_avg","1980-2019"
"3374",2010,"BLCA","AET",307.5,"annual_avg","1980-2019"
"3375",2010,"BRCA","Soil Water",27.1884931506849,"annual_avg","1980-2019"
"3376",2010,"BRCA","Runoff",239.3,"annual_avg","1980-2019"
"3377",2010,"BRCA","Rain",239.7,"annual_avg","1980-2019"
"3378",2010,"BRCA","Accumulated SWE",145.1,"annual_avg","1980-2019"
"3379",2010,"BRCA","PET",562.9,"annual_avg","1980-2019"
"3380",2010,"BRCA","Deficit",376.9,"annual_avg","1980-2019"
"3381",2010,"BRCA","AET",185.8,"annual_avg","1980-2019"
"3382",2010,"CANY","Soil Water",4.04,"annual_avg","1980-2019"
"3383",2010,"CANY","Runoff",75.2,"annual_avg","1980-2019"
"3384",2010,"CANY","Rain",176.2,"annual_avg","1980-2019"
"3385",2010,"CANY","Accumulated SWE",16.2,"annual_avg","1980-2019"
"3386",2010,"CANY","PET",829,"annual_avg","1980-2019"
"3387",2010,"CANY","Deficit",671.5,"annual_avg","1980-2019"
"3388",2010,"CANY","AET",156.1,"annual_avg","1980-2019"
"3389",2010,"CARE","Soil Water",22.9972602739726,"annual_avg","1980-2019"
"3390",2010,"CARE","Runoff",17.3,"annual_avg","1980-2019"
"3391",2010,"CARE","Rain",182.8,"annual_avg","1980-2019"
"3392",2010,"CARE","Accumulated SWE",42.4,"annual_avg","1980-2019"
"3393",2010,"CARE","PET",683.2,"annual_avg","1980-2019"
"3394",2010,"CARE","Deficit",483.3,"annual_avg","1980-2019"
"3395",2010,"CARE","AET",200.5,"annual_avg","1980-2019"
"3396",2010,"CEBR","Soil Water",189.180821917808,"annual_avg","1980-2019"
"3397",2010,"CEBR","Runoff",700.7,"annual_avg","1980-2019"
"3398",2010,"CEBR","Rain",171.5,"annual_avg","1980-2019"
"3399",2010,"CEBR","Accumulated SWE",511,"annual_avg","1980-2019"
"3400",2010,"CEBR","PET",308.8,"annual_avg","1980-2019"
"3401",2010,"CEBR","Deficit",75.3,"annual_avg","1980-2019"
"3402",2010,"CEBR","AET",232.9,"annual_avg","1980-2019"
"3403",2010,"COLM","Soil Water",28.0978082191781,"annual_avg","1980-2019"
"3404",2010,"COLM","Runoff",62.1,"annual_avg","1980-2019"
"3405",2010,"COLM","Rain",271.1,"annual_avg","1980-2019"
"3406",2010,"COLM","Accumulated SWE",26.7,"annual_avg","1980-2019"
"3407",2010,"COLM","PET",748.9,"annual_avg","1980-2019"
"3408",2010,"COLM","Deficit",496.5,"annual_avg","1980-2019"
"3409",2010,"COLM","AET",252,"annual_avg","1980-2019"
"3410",2010,"CURE","Soil Water",12.9531506849315,"annual_avg","1980-2019"
"3411",2010,"CURE","Runoff",33.2,"annual_avg","1980-2019"
"3412",2010,"CURE","Rain",167.3,"annual_avg","1980-2019"
"3413",2010,"CURE","Accumulated SWE",45,"annual_avg","1980-2019"
"3414",2010,"CURE","PET",544.3,"annual_avg","1980-2019"
"3415",2010,"CURE","Deficit",361.1,"annual_avg","1980-2019"
"3416",2010,"CURE","AET",183.8,"annual_avg","1980-2019"
"3417",2010,"DINO","Soil Water",21.3430136986301,"annual_avg","1980-2019"
"3418",2010,"DINO","Runoff",0.7,"annual_avg","1980-2019"
"3419",2010,"DINO","Rain",146.4,"annual_avg","1980-2019"
"3420",2010,"DINO","Accumulated SWE",32.7,"annual_avg","1980-2019"
"3421",2010,"DINO","PET",666.3,"annual_avg","1980-2019"
"3422",2010,"DINO","Deficit",484.4,"annual_avg","1980-2019"
"3423",2010,"DINO","AET",180.2,"annual_avg","1980-2019"
"3424",2010,"FOBU","Soil Water",146.064109589041,"annual_avg","1980-2019"
"3425",2010,"FOBU","Runoff",0,"annual_avg","1980-2019"
"3426",2010,"FOBU","Rain",135.8,"annual_avg","1980-2019"
"3427",2010,"FOBU","Accumulated SWE",27.9,"annual_avg","1980-2019"
"3428",2010,"FOBU","PET",434.9,"annual_avg","1980-2019"
"3429",2010,"FOBU","Deficit",191.6,"annual_avg","1980-2019"
"3430",2010,"FOBU","AET",242.7,"annual_avg","1980-2019"
"3431",2010,"GOSP","Soil Water",44.2038356164384,"annual_avg","1980-2019"
"3432",2010,"GOSP","Runoff",108.1,"annual_avg","1980-2019"
"3433",2010,"GOSP","Rain",248.1,"annual_avg","1980-2019"
"3434",2010,"GOSP","Accumulated SWE",61.2,"annual_avg","1980-2019"
"3435",2010,"GOSP","PET",645.3,"annual_avg","1980-2019"
"3436",2010,"GOSP","Deficit",422.5,"annual_avg","1980-2019"
"3437",2010,"GOSP","AET",222.3,"annual_avg","1980-2019"
"3438",2010,"HOVE","Soil Water",41.5342465753425,"annual_avg","1980-2019"
"3439",2010,"HOVE","Runoff",46.7,"annual_avg","1980-2019"
"3440",2010,"HOVE","Rain",227.1,"annual_avg","1980-2019"
"3441",2010,"HOVE","Accumulated SWE",62,"annual_avg","1980-2019"
"3442",2010,"HOVE","PET",771.6,"annual_avg","1980-2019"
"3443",2010,"HOVE","Deficit",526.4,"annual_avg","1980-2019"
"3444",2010,"HOVE","AET",244.8,"annual_avg","1980-2019"
"3445",2010,"NABR","Soil Water",22.3720547945205,"annual_avg","1980-2019"
"3446",2010,"NABR","Runoff",131.3,"annual_avg","1980-2019"
"3447",2010,"NABR","Rain",233.2,"annual_avg","1980-2019"
"3448",2010,"NABR","Accumulated SWE",80.3,"annual_avg","1980-2019"
"3449",2010,"NABR","PET",718.6,"annual_avg","1980-2019"
"3450",2010,"NABR","Deficit",491.2,"annual_avg","1980-2019"
"3451",2010,"NABR","AET",228.8,"annual_avg","1980-2019"
"3452",2010,"PISP","Soil Water",33.9216438356164,"annual_avg","1980-2019"
"3453",2010,"PISP","Runoff",58.5,"annual_avg","1980-2019"
"3454",2010,"PISP","Rain",270.8,"annual_avg","1980-2019"
"3455",2010,"PISP","Accumulated SWE",20.6,"annual_avg","1980-2019"
"3456",2010,"PISP","PET",844.2,"annual_avg","1980-2019"
"3457",2010,"PISP","Deficit",621.3,"annual_avg","1980-2019"
"3458",2010,"PISP","AET",221.8,"annual_avg","1980-2019"
"3459",2010,"TICA","Soil Water",106.540821917808,"annual_avg","1980-2019"
"3460",2010,"TICA","Runoff",494.3,"annual_avg","1980-2019"
"3461",2010,"TICA","Rain",431.2,"annual_avg","1980-2019"
"3462",2010,"TICA","Accumulated SWE",142.6,"annual_avg","1980-2019"
"3463",2010,"TICA","PET",481.3,"annual_avg","1980-2019"
"3464",2010,"TICA","Deficit",187.3,"annual_avg","1980-2019"
"3465",2010,"TICA","AET",292.7,"annual_avg","1980-2019"
"3466",2010,"ZION","Soil Water",25.3164383561644,"annual_avg","1980-2019"
"3467",2010,"ZION","Runoff",412.6,"annual_avg","1980-2019"
"3468",2010,"ZION","Rain",398.3,"annual_avg","1980-2019"
"3469",2010,"ZION","Accumulated SWE",87,"annual_avg","1980-2019"
"3470",2010,"ZION","PET",681.6,"annual_avg","1980-2019"
"3471",2010,"ZION","Deficit",448.5,"annual_avg","1980-2019"
"3472",2010,"ZION","AET",231.8,"annual_avg","1980-2019"
"3473",2011,"ARCH","Soil Water",5.80657534246575,"annual_avg","1980-2019"
"3474",2011,"ARCH","Runoff",32.2,"annual_avg","1980-2019"
"3475",2011,"ARCH","Rain",223.2,"annual_avg","1980-2019"
"3476",2011,"ARCH","Accumulated SWE",16.8,"annual_avg","1980-2019"
"3477",2011,"ARCH","PET",788.1,"annual_avg","1980-2019"
"3478",2011,"ARCH","Deficit",559.4,"annual_avg","1980-2019"
"3479",2011,"ARCH","AET",228.1,"annual_avg","1980-2019"
"3480",2011,"BLCA","Soil Water",60.9843835616438,"annual_avg","1980-2019"
"3481",2011,"BLCA","Runoff",86.2,"annual_avg","1980-2019"
"3482",2011,"BLCA","Rain",249,"annual_avg","1980-2019"
"3483",2011,"BLCA","Accumulated SWE",37.7,"annual_avg","1980-2019"
"3484",2011,"BLCA","PET",557.9,"annual_avg","1980-2019"
"3485",2011,"BLCA","Deficit",280.6,"annual_avg","1980-2019"
"3486",2011,"BLCA","AET",276,"annual_avg","1980-2019"
"3487",2011,"BRCA","Soil Water",34.9180821917808,"annual_avg","1980-2019"
"3488",2011,"BRCA","Runoff",119.2,"annual_avg","1980-2019"
"3489",2011,"BRCA","Rain",197.8,"annual_avg","1980-2019"
"3490",2011,"BRCA","Accumulated SWE",68.4,"annual_avg","1980-2019"
"3491",2011,"BRCA","PET",532.8,"annual_avg","1980-2019"
"3492",2011,"BRCA","Deficit",277.4,"annual_avg","1980-2019"
"3493",2011,"BRCA","AET",255.2,"annual_avg","1980-2019"
"3494",2011,"CANY","Soil Water",3.03890410958904,"annual_avg","1980-2019"
"3495",2011,"CANY","Runoff",14.3,"annual_avg","1980-2019"
"3496",2011,"CANY","Rain",188.3,"annual_avg","1980-2019"
"3497",2011,"CANY","Accumulated SWE",12.6,"annual_avg","1980-2019"
"3498",2011,"CANY","PET",809.9,"annual_avg","1980-2019"
"3499",2011,"CANY","Deficit",618.1,"annual_avg","1980-2019"
"3500",2011,"CANY","AET",190.9,"annual_avg","1980-2019"
"3501",2011,"CARE","Soil Water",27.6528767123288,"annual_avg","1980-2019"
"3502",2011,"CARE","Runoff",0,"annual_avg","1980-2019"
"3503",2011,"CARE","Rain",232.3,"annual_avg","1980-2019"
"3504",2011,"CARE","Accumulated SWE",7.5,"annual_avg","1980-2019"
"3505",2011,"CARE","PET",644.1,"annual_avg","1980-2019"
"3506",2011,"CARE","Deficit",375.2,"annual_avg","1980-2019"
"3507",2011,"CARE","AET",269.6,"annual_avg","1980-2019"
"3508",2011,"CEBR","Soil Water",227.627945205479,"annual_avg","1980-2019"
"3509",2011,"CEBR","Runoff",950.2,"annual_avg","1980-2019"
"3510",2011,"CEBR","Rain",195.2,"annual_avg","1980-2019"
"3511",2011,"CEBR","Accumulated SWE",696.8,"annual_avg","1980-2019"
"3512",2011,"CEBR","PET",263.6,"annual_avg","1980-2019"
"3513",2011,"CEBR","Deficit",33.7,"annual_avg","1980-2019"
"3514",2011,"CEBR","AET",229.6,"annual_avg","1980-2019"
"3515",2011,"COLM","Soil Water",29.2090410958904,"annual_avg","1980-2019"
"3516",2011,"COLM","Runoff",7.7,"annual_avg","1980-2019"
"3517",2011,"COLM","Rain",274.7,"annual_avg","1980-2019"
"3518",2011,"COLM","Accumulated SWE",15.1,"annual_avg","1980-2019"
"3519",2011,"COLM","PET",723.6,"annual_avg","1980-2019"
"3520",2011,"COLM","Deficit",410.6,"annual_avg","1980-2019"
"3521",2011,"COLM","AET",312.4,"annual_avg","1980-2019"
"3522",2011,"CURE","Soil Water",19.3643835616438,"annual_avg","1980-2019"
"3523",2011,"CURE","Runoff",67.3,"annual_avg","1980-2019"
"3524",2011,"CURE","Rain",150.8,"annual_avg","1980-2019"
"3525",2011,"CURE","Accumulated SWE",50.2,"annual_avg","1980-2019"
"3526",2011,"CURE","PET",462.1,"annual_avg","1980-2019"
"3527",2011,"CURE","Deficit",285.1,"annual_avg","1980-2019"
"3528",2011,"CURE","AET",177.6,"annual_avg","1980-2019"
"3529",2011,"DINO","Soil Water",33.3690410958904,"annual_avg","1980-2019"
"3530",2011,"DINO","Runoff",43,"annual_avg","1980-2019"
"3531",2011,"DINO","Rain",245.3,"annual_avg","1980-2019"
"3532",2011,"DINO","Accumulated SWE",32.1,"annual_avg","1980-2019"
"3533",2011,"DINO","PET",633.5,"annual_avg","1980-2019"
"3534",2011,"DINO","Deficit",363.2,"annual_avg","1980-2019"
"3535",2011,"DINO","AET",269.6,"annual_avg","1980-2019"
"3536",2011,"FOBU","Soil Water",183.955068493151,"annual_avg","1980-2019"
"3537",2011,"FOBU","Runoff",27,"annual_avg","1980-2019"
"3538",2011,"FOBU","Rain",209.2,"annual_avg","1980-2019"
"3539",2011,"FOBU","Accumulated SWE",94.2,"annual_avg","1980-2019"
"3540",2011,"FOBU","PET",381,"annual_avg","1980-2019"
"3541",2011,"FOBU","Deficit",87.3,"annual_avg","1980-2019"
"3542",2011,"FOBU","AET",292.8,"annual_avg","1980-2019"
"3543",2011,"GOSP","Soil Water",53.2405479452055,"annual_avg","1980-2019"
"3544",2011,"GOSP","Runoff",161.4,"annual_avg","1980-2019"
"3545",2011,"GOSP","Rain",321.6,"annual_avg","1980-2019"
"3546",2011,"GOSP","Accumulated SWE",36.3,"annual_avg","1980-2019"
"3547",2011,"GOSP","PET",600.7,"annual_avg","1980-2019"
"3548",2011,"GOSP","Deficit",329,"annual_avg","1980-2019"
"3549",2011,"GOSP","AET",270.9,"annual_avg","1980-2019"
"3550",2011,"HOVE","Soil Water",38.1772602739726,"annual_avg","1980-2019"
"3551",2011,"HOVE","Runoff",0,"annual_avg","1980-2019"
"3552",2011,"HOVE","Rain",202.2,"annual_avg","1980-2019"
"3553",2011,"HOVE","Accumulated SWE",25.6,"annual_avg","1980-2019"
"3554",2011,"HOVE","PET",760.1,"annual_avg","1980-2019"
"3555",2011,"HOVE","Deficit",517.1,"annual_avg","1980-2019"
"3556",2011,"HOVE","AET",241.2,"annual_avg","1980-2019"
"3557",2011,"NABR","Soil Water",23.0665753424658,"annual_avg","1980-2019"
"3558",2011,"NABR","Runoff",31.8,"annual_avg","1980-2019"
"3559",2011,"NABR","Rain",213.4,"annual_avg","1980-2019"
"3560",2011,"NABR","Accumulated SWE",31.7,"annual_avg","1980-2019"
"3561",2011,"NABR","PET",725.5,"annual_avg","1980-2019"
"3562",2011,"NABR","Deficit",487.4,"annual_avg","1980-2019"
"3563",2011,"NABR","AET",238.9,"annual_avg","1980-2019"
"3564",2011,"PISP","Soil Water",28.0460273972603,"annual_avg","1980-2019"
"3565",2011,"PISP","Runoff",39.5,"annual_avg","1980-2019"
"3566",2011,"PISP","Rain",189.3,"annual_avg","1980-2019"
"3567",2011,"PISP","Accumulated SWE",11.6,"annual_avg","1980-2019"
"3568",2011,"PISP","PET",830,"annual_avg","1980-2019"
"3569",2011,"PISP","Deficit",600.3,"annual_avg","1980-2019"
"3570",2011,"PISP","AET",229,"annual_avg","1980-2019"
"3571",2011,"TICA","Soil Water",113.40602739726,"annual_avg","1980-2019"
"3572",2011,"TICA","Runoff",684.5,"annual_avg","1980-2019"
"3573",2011,"TICA","Rain",452.4,"annual_avg","1980-2019"
"3574",2011,"TICA","Accumulated SWE",313.2,"annual_avg","1980-2019"
"3575",2011,"TICA","PET",384.8,"annual_avg","1980-2019"
"3576",2011,"TICA","Deficit",124.9,"annual_avg","1980-2019"
"3577",2011,"TICA","AET",258.8,"annual_avg","1980-2019"
"3578",2011,"ZION","Soil Water",25.1501369863014,"annual_avg","1980-2019"
"3579",2011,"ZION","Runoff",167.2,"annual_avg","1980-2019"
"3580",2011,"ZION","Rain",263,"annual_avg","1980-2019"
"3581",2011,"ZION","Accumulated SWE",43.3,"annual_avg","1980-2019"
"3582",2011,"ZION","PET",652.8,"annual_avg","1980-2019"
"3583",2011,"ZION","Deficit",389,"annual_avg","1980-2019"
"3584",2011,"ZION","AET",261.9,"annual_avg","1980-2019"
"3585",2012,"ARCH","Soil Water",4.13579234972678,"annual_avg","1980-2019"
"3586",2012,"ARCH","Runoff",13.3,"annual_avg","1980-2019"
"3587",2012,"ARCH","Rain",114.7,"annual_avg","1980-2019"
"3588",2012,"ARCH","Accumulated SWE",15.2,"annual_avg","1980-2019"
"3589",2012,"ARCH","PET",868,"annual_avg","1980-2019"
"3590",2012,"ARCH","Deficit",742.6,"annual_avg","1980-2019"
"3591",2012,"ARCH","AET",124.1,"annual_avg","1980-2019"
"3592",2012,"BLCA","Soil Water",44.8147540983607,"annual_avg","1980-2019"
"3593",2012,"BLCA","Runoff",73.4,"annual_avg","1980-2019"
"3594",2012,"BLCA","Rain",175.2,"annual_avg","1980-2019"
"3595",2012,"BLCA","Accumulated SWE",85.9,"annual_avg","1980-2019"
"3596",2012,"BLCA","PET",651.2,"annual_avg","1980-2019"
"3597",2012,"BLCA","Deficit",408.9,"annual_avg","1980-2019"
"3598",2012,"BLCA","AET",243,"annual_avg","1980-2019"
"3599",2012,"BRCA","Soil Water",28.0663934426229,"annual_avg","1980-2019"
"3600",2012,"BRCA","Runoff",53.9,"annual_avg","1980-2019"
"3601",2012,"BRCA","Rain",201.1,"annual_avg","1980-2019"
"3602",2012,"BRCA","Accumulated SWE",33.5,"annual_avg","1980-2019"
"3603",2012,"BRCA","PET",626.2,"annual_avg","1980-2019"
"3604",2012,"BRCA","Deficit",368.4,"annual_avg","1980-2019"
"3605",2012,"BRCA","AET",258.9,"annual_avg","1980-2019"
"3606",2012,"CANY","Soil Water",2.7051912568306,"annual_avg","1980-2019"
"3607",2012,"CANY","Runoff",27.1,"annual_avg","1980-2019"
"3608",2012,"CANY","Rain",122.9,"annual_avg","1980-2019"
"3609",2012,"CANY","Accumulated SWE",8.5,"annual_avg","1980-2019"
"3610",2012,"CANY","PET",890.2,"annual_avg","1980-2019"
"3611",2012,"CANY","Deficit",770.8,"annual_avg","1980-2019"
"3612",2012,"CANY","AET",117.8,"annual_avg","1980-2019"
"3613",2012,"CARE","Soil Water",20.9404371584699,"annual_avg","1980-2019"
"3614",2012,"CARE","Runoff",2,"annual_avg","1980-2019"
"3615",2012,"CARE","Rain",150.4,"annual_avg","1980-2019"
"3616",2012,"CARE","Accumulated SWE",13.1,"annual_avg","1980-2019"
"3617",2012,"CARE","PET",726,"annual_avg","1980-2019"
"3618",2012,"CARE","Deficit",522.3,"annual_avg","1980-2019"
"3619",2012,"CARE","AET",203.8,"annual_avg","1980-2019"
"3620",2012,"CEBR","Soil Water",222.872950819672,"annual_avg","1980-2019"
"3621",2012,"CEBR","Runoff",496.2,"annual_avg","1980-2019"
"3622",2012,"CEBR","Rain",313.6,"annual_avg","1980-2019"
"3623",2012,"CEBR","Accumulated SWE",314.2,"annual_avg","1980-2019"
"3624",2012,"CEBR","PET",377,"annual_avg","1980-2019"
"3625",2012,"CEBR","Deficit",52.1,"annual_avg","1980-2019"
"3626",2012,"CEBR","AET",325.5,"annual_avg","1980-2019"
"3627",2012,"COLM","Soil Water",18.1166666666667,"annual_avg","1980-2019"
"3628",2012,"COLM","Runoff",9.9,"annual_avg","1980-2019"
"3629",2012,"COLM","Rain",117.2,"annual_avg","1980-2019"
"3630",2012,"COLM","Accumulated SWE",25,"annual_avg","1980-2019"
"3631",2012,"COLM","PET",813.8,"annual_avg","1980-2019"
"3632",2012,"COLM","Deficit",652.4,"annual_avg","1980-2019"
"3633",2012,"COLM","AET",160.9,"annual_avg","1980-2019"
"3634",2012,"CURE","Soil Water",12.6434426229508,"annual_avg","1980-2019"
"3635",2012,"CURE","Runoff",62.3,"annual_avg","1980-2019"
"3636",2012,"CURE","Rain",148.5,"annual_avg","1980-2019"
"3637",2012,"CURE","Accumulated SWE",59.3,"annual_avg","1980-2019"
"3638",2012,"CURE","PET",572.1,"annual_avg","1980-2019"
"3639",2012,"CURE","Deficit",394.6,"annual_avg","1980-2019"
"3640",2012,"CURE","AET",177.2,"annual_avg","1980-2019"
"3641",2012,"DINO","Soil Water",20.1114754098361,"annual_avg","1980-2019"
"3642",2012,"DINO","Runoff",18.6,"annual_avg","1980-2019"
"3643",2012,"DINO","Rain",97.8,"annual_avg","1980-2019"
"3644",2012,"DINO","Accumulated SWE",27.1,"annual_avg","1980-2019"
"3645",2012,"DINO","PET",737.8,"annual_avg","1980-2019"
"3646",2012,"DINO","Deficit",600.9,"annual_avg","1980-2019"
"3647",2012,"DINO","AET",135,"annual_avg","1980-2019"
"3648",2012,"FOBU","Soil Water",152.221584699454,"annual_avg","1980-2019"
"3649",2012,"FOBU","Runoff",0,"annual_avg","1980-2019"
"3650",2012,"FOBU","Rain",125,"annual_avg","1980-2019"
"3651",2012,"FOBU","Accumulated SWE",75.6,"annual_avg","1980-2019"
"3652",2012,"FOBU","PET",489.4,"annual_avg","1980-2019"
"3653",2012,"FOBU","Deficit",217.1,"annual_avg","1980-2019"
"3654",2012,"FOBU","AET",271.2,"annual_avg","1980-2019"
"3655",2012,"GOSP","Soil Water",40.1549180327869,"annual_avg","1980-2019"
"3656",2012,"GOSP","Runoff",54.1,"annual_avg","1980-2019"
"3657",2012,"GOSP","Rain",217.3,"annual_avg","1980-2019"
"3658",2012,"GOSP","Accumulated SWE",20.7,"annual_avg","1980-2019"
"3659",2012,"GOSP","PET",700.4,"annual_avg","1980-2019"
"3660",2012,"GOSP","Deficit",490.7,"annual_avg","1980-2019"
"3661",2012,"GOSP","AET",210,"annual_avg","1980-2019"
"3662",2012,"HOVE","Soil Water",31.0475409836066,"annual_avg","1980-2019"
"3663",2012,"HOVE","Runoff",0,"annual_avg","1980-2019"
"3664",2012,"HOVE","Rain",166.2,"annual_avg","1980-2019"
"3665",2012,"HOVE","Accumulated SWE",15.5,"annual_avg","1980-2019"
"3666",2012,"HOVE","PET",837.6,"annual_avg","1980-2019"
"3667",2012,"HOVE","Deficit",624.7,"annual_avg","1980-2019"
"3668",2012,"HOVE","AET",211.5,"annual_avg","1980-2019"
