"","year","park","variable","annual_value","averages","decades"
"9331",2063,"CARE","AET",208.7,"annual_avg_bc","2060-2099"
"9332",2063,"CEBR","Soil Water",207.915342465753,"annual_avg_bc","2060-2099"
"9333",2063,"CEBR","Runoff",709.3,"annual_avg_bc","2060-2099"
"9334",2063,"CEBR","Rain",444.5,"annual_avg_bc","2060-2099"
"9335",2063,"CEBR","Accumulated SWE",534.3,"annual_avg_bc","2060-2099"
"9336",2063,"CEBR","Deficit",94.8,"annual_avg_bc","2060-2099"
"9337",2063,"CEBR","PET",403.4,"annual_avg_bc","2060-2099"
"9338",2063,"CEBR","AET",308.4,"annual_avg_bc","2060-2099"
"9339",2063,"COLM","Soil Water",22.8704109589041,"annual_avg_bc","2060-2099"
"9340",2063,"COLM","Runoff",57.8,"annual_avg_bc","2060-2099"
"9341",2063,"COLM","Rain",292.4,"annual_avg_bc","2060-2099"
"9342",2063,"COLM","Accumulated SWE",44.7,"annual_avg_bc","2060-2099"
"9343",2063,"COLM","Deficit",540.9,"annual_avg_bc","2060-2099"
"9344",2063,"COLM","PET",811.1,"annual_avg_bc","2060-2099"
"9345",2063,"COLM","AET",270.2,"annual_avg_bc","2060-2099"
"9346",2063,"CURE","Soil Water",14.3909589041096,"annual_avg_bc","2060-2099"
"9347",2063,"CURE","Runoff",103.7,"annual_avg_bc","2060-2099"
"9348",2063,"CURE","Rain",169.4,"annual_avg_bc","2060-2099"
"9349",2063,"CURE","Accumulated SWE",96.4,"annual_avg_bc","2060-2099"
"9350",2063,"CURE","Deficit",427.4,"annual_avg_bc","2060-2099"
"9351",2063,"CURE","PET",590,"annual_avg_bc","2060-2099"
"9352",2063,"CURE","AET",161.9,"annual_avg_bc","2060-2099"
"9353",2063,"DINO","Soil Water",23.2421917808219,"annual_avg_bc","2060-2099"
"9354",2063,"DINO","Runoff",40.3,"annual_avg_bc","2060-2099"
"9355",2063,"DINO","Rain",203.1,"annual_avg_bc","2060-2099"
"9356",2063,"DINO","Accumulated SWE",51.5,"annual_avg_bc","2060-2099"
"9357",2063,"DINO","Deficit",505.5,"annual_avg_bc","2060-2099"
"9358",2063,"DINO","PET",734.5,"annual_avg_bc","2060-2099"
"9359",2063,"DINO","AET",229,"annual_avg_bc","2060-2099"
"9360",2063,"FOBU","Soil Water",160.714246575342,"annual_avg_bc","2060-2099"
"9361",2063,"FOBU","Runoff",0,"annual_avg_bc","2060-2099"
"9362",2063,"FOBU","Rain",217.9,"annual_avg_bc","2060-2099"
"9363",2063,"FOBU","Accumulated SWE",100.2,"annual_avg_bc","2060-2099"
"9364",2063,"FOBU","Deficit",187.8,"annual_avg_bc","2060-2099"
"9365",2063,"FOBU","PET",517.2,"annual_avg_bc","2060-2099"
"9366",2063,"FOBU","AET",329.9,"annual_avg_bc","2060-2099"
"9367",2063,"GOSP","Soil Water",46.5367123287671,"annual_avg_bc","2060-2099"
"9368",2063,"GOSP","Runoff",163.7,"annual_avg_bc","2060-2099"
"9369",2063,"GOSP","Rain",416.2,"annual_avg_bc","2060-2099"
"9370",2063,"GOSP","Accumulated SWE",36.8,"annual_avg_bc","2060-2099"
"9371",2063,"GOSP","Deficit",444.2,"annual_avg_bc","2060-2099"
"9372",2063,"GOSP","PET",747.5,"annual_avg_bc","2060-2099"
"9373",2063,"GOSP","AET",303,"annual_avg_bc","2060-2099"
"9374",2063,"HOVE","Soil Water",56.4197260273973,"annual_avg_bc","2060-2099"
"9375",2063,"HOVE","Runoff",15,"annual_avg_bc","2060-2099"
"9376",2063,"HOVE","Rain",300.1,"annual_avg_bc","2060-2099"
"9377",2063,"HOVE","Accumulated SWE",28.3,"annual_avg_bc","2060-2099"
"9378",2063,"HOVE","Deficit",596,"annual_avg_bc","2060-2099"
"9379",2063,"HOVE","PET",870.8,"annual_avg_bc","2060-2099"
"9380",2063,"HOVE","AET",274.9,"annual_avg_bc","2060-2099"
"9381",2063,"NABR","Soil Water",21.7315068493151,"annual_avg_bc","2060-2099"
"9382",2063,"NABR","Runoff",178.6,"annual_avg_bc","2060-2099"
"9383",2063,"NABR","Rain",349.3,"annual_avg_bc","2060-2099"
"9384",2063,"NABR","Accumulated SWE",28.5,"annual_avg_bc","2060-2099"
"9385",2063,"NABR","Deficit",635.1,"annual_avg_bc","2060-2099"
"9386",2063,"NABR","PET",838.2,"annual_avg_bc","2060-2099"
"9387",2063,"NABR","AET",202.1,"annual_avg_bc","2060-2099"
"9388",2063,"PISP","Soil Water",35.6964383561644,"annual_avg_bc","2060-2099"
"9389",2063,"PISP","Runoff",96.8,"annual_avg_bc","2060-2099"
"9390",2063,"PISP","Rain",402.3,"annual_avg_bc","2060-2099"
"9391",2063,"PISP","Accumulated SWE",6.8,"annual_avg_bc","2060-2099"
"9392",2063,"PISP","Deficit",665,"annual_avg_bc","2060-2099"
"9393",2063,"PISP","PET",947,"annual_avg_bc","2060-2099"
"9394",2063,"PISP","AET",280.1,"annual_avg_bc","2060-2099"
"9395",2063,"TICA","Soil Water",91.606301369863,"annual_avg_bc","2060-2099"
"9396",2063,"TICA","Runoff",282.5,"annual_avg_bc","2060-2099"
"9397",2063,"TICA","Rain",456.4,"annual_avg_bc","2060-2099"
"9398",2063,"TICA","Accumulated SWE",224.8,"annual_avg_bc","2060-2099"
"9399",2063,"TICA","Deficit",200.4,"annual_avg_bc","2060-2099"
"9400",2063,"TICA","PET",556.7,"annual_avg_bc","2060-2099"
"9401",2063,"TICA","AET",357.1,"annual_avg_bc","2060-2099"
"9402",2063,"ZION","Soil Water",22.6257534246575,"annual_avg_bc","2060-2099"
"9403",2063,"ZION","Runoff",411.7,"annual_avg_bc","2060-2099"
"9404",2063,"ZION","Rain",592,"annual_avg_bc","2060-2099"
"9405",2063,"ZION","Accumulated SWE",31.1,"annual_avg_bc","2060-2099"
"9406",2063,"ZION","Deficit",532.8,"annual_avg_bc","2060-2099"
"9407",2063,"ZION","PET",788.3,"annual_avg_bc","2060-2099"
"9408",2063,"ZION","AET",255,"annual_avg_bc","2060-2099"
"9409",2064,"ARCH","Soil Water",5.25054644808743,"annual_avg_bc","2060-2099"
"9410",2064,"ARCH","Runoff",96.7,"annual_avg_bc","2060-2099"
"9411",2064,"ARCH","Rain",267.8,"annual_avg_bc","2060-2099"
"9412",2064,"ARCH","Accumulated SWE",8.4,"annual_avg_bc","2060-2099"
"9413",2064,"ARCH","Deficit",693.6,"annual_avg_bc","2060-2099"
"9414",2064,"ARCH","PET",891,"annual_avg_bc","2060-2099"
"9415",2064,"ARCH","AET",197.5,"annual_avg_bc","2060-2099"
"9416",2064,"BLCA","Soil Water",63.9330601092896,"annual_avg_bc","2060-2099"
"9417",2064,"BLCA","Runoff",174.1,"annual_avg_bc","2060-2099"
"9418",2064,"BLCA","Rain",439.8,"annual_avg_bc","2060-2099"
"9419",2064,"BLCA","Accumulated SWE",27.4,"annual_avg_bc","2060-2099"
"9420",2064,"BLCA","Deficit",283.9,"annual_avg_bc","2060-2099"
"9421",2064,"BLCA","PET",645.7,"annual_avg_bc","2060-2099"
"9422",2064,"BLCA","AET",362,"annual_avg_bc","2060-2099"
"9423",2064,"BRCA","Soil Water",28.6486338797814,"annual_avg_bc","2060-2099"
"9424",2064,"BRCA","Runoff",306,"annual_avg_bc","2060-2099"
"9425",2064,"BRCA","Rain",371.6,"annual_avg_bc","2060-2099"
"9426",2064,"BRCA","Accumulated SWE",71.5,"annual_avg_bc","2060-2099"
"9427",2064,"BRCA","Deficit",395.6,"annual_avg_bc","2060-2099"
"9428",2064,"BRCA","PET",613,"annual_avg_bc","2060-2099"
"9429",2064,"BRCA","AET",218.9,"annual_avg_bc","2060-2099"
"9430",2064,"CANY","Soil Water",3.07622950819672,"annual_avg_bc","2060-2099"
"9431",2064,"CANY","Runoff",66.2,"annual_avg_bc","2060-2099"
"9432",2064,"CANY","Rain",230.3,"annual_avg_bc","2060-2099"
"9433",2064,"CANY","Accumulated SWE",7.5,"annual_avg_bc","2060-2099"
"9434",2064,"CANY","Deficit",742.1,"annual_avg_bc","2060-2099"
"9435",2064,"CANY","PET",921.5,"annual_avg_bc","2060-2099"
"9436",2064,"CANY","AET",179.3,"annual_avg_bc","2060-2099"
"9437",2064,"CARE","Soil Water",23.3855191256831,"annual_avg_bc","2060-2099"
"9438",2064,"CARE","Runoff",64.3,"annual_avg_bc","2060-2099"
"9439",2064,"CARE","Rain",219.5,"annual_avg_bc","2060-2099"
"9440",2064,"CARE","Accumulated SWE",19.3,"annual_avg_bc","2060-2099"
"9441",2064,"CARE","Deficit",534.9,"annual_avg_bc","2060-2099"
"9442",2064,"CARE","PET",738.5,"annual_avg_bc","2060-2099"
"9443",2064,"CARE","AET",203.3,"annual_avg_bc","2060-2099"
"9444",2064,"CEBR","Soil Water",203.635245901639,"annual_avg_bc","2060-2099"
"9445",2064,"CEBR","Runoff",1145.1,"annual_avg_bc","2060-2099"
"9446",2064,"CEBR","Rain",338.4,"annual_avg_bc","2060-2099"
"9447",2064,"CEBR","Accumulated SWE",859,"annual_avg_bc","2060-2099"
"9448",2064,"CEBR","Deficit",71.7,"annual_avg_bc","2060-2099"
"9449",2064,"CEBR","PET",321.2,"annual_avg_bc","2060-2099"
"9450",2064,"CEBR","AET",249.1,"annual_avg_bc","2060-2099"
"9451",2064,"COLM","Soil Water",31.4915300546448,"annual_avg_bc","2060-2099"
"9452",2064,"COLM","Runoff",78.6,"annual_avg_bc","2060-2099"
"9453",2064,"COLM","Rain",376.6,"annual_avg_bc","2060-2099"
"9454",2064,"COLM","Accumulated SWE",4.9,"annual_avg_bc","2060-2099"
"9455",2064,"COLM","Deficit",468.6,"annual_avg_bc","2060-2099"
"9456",2064,"COLM","PET",793.4,"annual_avg_bc","2060-2099"
"9457",2064,"COLM","AET",325.8,"annual_avg_bc","2060-2099"
"9458",2064,"CURE","Soil Water",14.7303278688525,"annual_avg_bc","2060-2099"
"9459",2064,"CURE","Runoff",123,"annual_avg_bc","2060-2099"
"9460",2064,"CURE","Rain",139.7,"annual_avg_bc","2060-2099"
"9461",2064,"CURE","Accumulated SWE",87.7,"annual_avg_bc","2060-2099"
"9462",2064,"CURE","Deficit",389.5,"annual_avg_bc","2060-2099"
"9463",2064,"CURE","PET",547.2,"annual_avg_bc","2060-2099"
"9464",2064,"CURE","AET",157,"annual_avg_bc","2060-2099"
"9465",2064,"DINO","Soil Water",36.8633879781421,"annual_avg_bc","2060-2099"
"9466",2064,"DINO","Runoff",82.1,"annual_avg_bc","2060-2099"
"9467",2064,"DINO","Rain",360.7,"annual_avg_bc","2060-2099"
"9468",2064,"DINO","Accumulated SWE",4.8,"annual_avg_bc","2060-2099"
"9469",2064,"DINO","Deficit",399.9,"annual_avg_bc","2060-2099"
"9470",2064,"DINO","PET",709.3,"annual_avg_bc","2060-2099"
"9471",2064,"DINO","AET",308.4,"annual_avg_bc","2060-2099"
"9472",2064,"FOBU","Soil Water",204.36693989071,"annual_avg_bc","2060-2099"
"9473",2064,"FOBU","Runoff",88.1,"annual_avg_bc","2060-2099"
"9474",2064,"FOBU","Rain",365.3,"annual_avg_bc","2060-2099"
"9475",2064,"FOBU","Accumulated SWE",140.6,"annual_avg_bc","2060-2099"
"9476",2064,"FOBU","Deficit",98.8,"annual_avg_bc","2060-2099"
"9477",2064,"FOBU","PET",467.3,"annual_avg_bc","2060-2099"
"9478",2064,"FOBU","AET",368.3,"annual_avg_bc","2060-2099"
"9479",2064,"GOSP","Soil Water",45.6199453551913,"annual_avg_bc","2060-2099"
"9480",2064,"GOSP","Runoff",175.9,"annual_avg_bc","2060-2099"
"9481",2064,"GOSP","Rain",304.6,"annual_avg_bc","2060-2099"
"9482",2064,"GOSP","Accumulated SWE",77.2,"annual_avg_bc","2060-2099"
"9483",2064,"GOSP","Deficit",462.2,"annual_avg_bc","2060-2099"
"9484",2064,"GOSP","PET",705.6,"annual_avg_bc","2060-2099"
"9485",2064,"GOSP","AET",244.5,"annual_avg_bc","2060-2099"
"9486",2064,"HOVE","Soil Water",49.7289617486339,"annual_avg_bc","2060-2099"
"9487",2064,"HOVE","Runoff",160.7,"annual_avg_bc","2060-2099"
"9488",2064,"HOVE","Rain",367.1,"annual_avg_bc","2060-2099"
"9489",2064,"HOVE","Accumulated SWE",21.6,"annual_avg_bc","2060-2099"
"9490",2064,"HOVE","Deficit",557.8,"annual_avg_bc","2060-2099"
"9491",2064,"HOVE","PET",848.8,"annual_avg_bc","2060-2099"
"9492",2064,"HOVE","AET",290.6,"annual_avg_bc","2060-2099"
"9493",2064,"NABR","Soil Water",23.5300546448087,"annual_avg_bc","2060-2099"
"9494",2064,"NABR","Runoff",173,"annual_avg_bc","2060-2099"
"9495",2064,"NABR","Rain",341.5,"annual_avg_bc","2060-2099"
"9496",2064,"NABR","Accumulated SWE",31.4,"annual_avg_bc","2060-2099"
"9497",2064,"NABR","Deficit",569.7,"annual_avg_bc","2060-2099"
"9498",2064,"NABR","PET",802.6,"annual_avg_bc","2060-2099"
"9499",2064,"NABR","AET",231.9,"annual_avg_bc","2060-2099"
"9500",2064,"PISP","Soil Water",29.3319672131148,"annual_avg_bc","2060-2099"
"9501",2064,"PISP","Runoff",182.7,"annual_avg_bc","2060-2099"
"9502",2064,"PISP","Rain",412,"annual_avg_bc","2060-2099"
"9503",2064,"PISP","Accumulated SWE",4.5,"annual_avg_bc","2060-2099"
"9504",2064,"PISP","Deficit",663.1,"annual_avg_bc","2060-2099"
"9505",2064,"PISP","PET",925.8,"annual_avg_bc","2060-2099"
"9506",2064,"PISP","AET",261.4,"annual_avg_bc","2060-2099"
"9507",2064,"TICA","Soil Water",113.886612021858,"annual_avg_bc","2060-2099"
"9508",2064,"TICA","Runoff",867.9,"annual_avg_bc","2060-2099"
"9509",2064,"TICA","Rain",858.1,"annual_avg_bc","2060-2099"
"9510",2064,"TICA","Accumulated SWE",209.2,"annual_avg_bc","2060-2099"
"9511",2064,"TICA","Deficit",142.2,"annual_avg_bc","2060-2099"
"9512",2064,"TICA","PET",520.4,"annual_avg_bc","2060-2099"
"9513",2064,"TICA","AET",377.9,"annual_avg_bc","2060-2099"
"9514",2064,"ZION","Soil Water",21.3644808743169,"annual_avg_bc","2060-2099"
"9515",2064,"ZION","Runoff",555.3,"annual_avg_bc","2060-2099"
"9516",2064,"ZION","Rain",731,"annual_avg_bc","2060-2099"
"9517",2064,"ZION","Accumulated SWE",13.9,"annual_avg_bc","2060-2099"
"9518",2064,"ZION","Deficit",501.8,"annual_avg_bc","2060-2099"
"9519",2064,"ZION","PET",750,"annual_avg_bc","2060-2099"
"9520",2064,"ZION","AET",246.2,"annual_avg_bc","2060-2099"
"9521",2065,"ARCH","Soil Water",7.02767123287671,"annual_avg_bc","2060-2099"
"9522",2065,"ARCH","Runoff",179.1,"annual_avg_bc","2060-2099"
"9523",2065,"ARCH","Rain",517.2,"annual_avg_bc","2060-2099"
"9524",2065,"ARCH","Accumulated SWE",3.7,"annual_avg_bc","2060-2099"
"9525",2065,"ARCH","Deficit",526.9,"annual_avg_bc","2060-2099"
"9526",2065,"ARCH","PET",886.1,"annual_avg_bc","2060-2099"
"9527",2065,"ARCH","AET",357,"annual_avg_bc","2060-2099"
"9528",2065,"BLCA","Soil Water",52.5764383561644,"annual_avg_bc","2060-2099"
"9529",2065,"BLCA","Runoff",47,"annual_avg_bc","2060-2099"
"9530",2065,"BLCA","Rain",228.9,"annual_avg_bc","2060-2099"
"9531",2065,"BLCA","Accumulated SWE",15.4,"annual_avg_bc","2060-2099"
"9532",2065,"BLCA","Deficit",433.3,"annual_avg_bc","2060-2099"
"9533",2065,"BLCA","PET",688.3,"annual_avg_bc","2060-2099"
"9534",2065,"BLCA","AET",254.7,"annual_avg_bc","2060-2099"
"9535",2065,"BRCA","Soil Water",40.9720547945205,"annual_avg_bc","2060-2099"
"9536",2065,"BRCA","Runoff",275,"annual_avg_bc","2060-2099"
"9537",2065,"BRCA","Rain",627.6,"annual_avg_bc","2060-2099"
"9538",2065,"BRCA","Accumulated SWE",44.2,"annual_avg_bc","2060-2099"
"9539",2065,"BRCA","Deficit",189.8,"annual_avg_bc","2060-2099"
"9540",2065,"BRCA","PET",625.5,"annual_avg_bc","2060-2099"
"9541",2065,"BRCA","AET",434.5,"annual_avg_bc","2060-2099"
"9542",2065,"CANY","Soil Water",4.39013698630137,"annual_avg_bc","2060-2099"
"9543",2065,"CANY","Runoff",142.3,"annual_avg_bc","2060-2099"
"9544",2065,"CANY","Rain",443.9,"annual_avg_bc","2060-2099"
"9545",2065,"CANY","Accumulated SWE",4.1,"annual_avg_bc","2060-2099"
"9546",2065,"CANY","Deficit",593.4,"annual_avg_bc","2060-2099"
"9547",2065,"CANY","PET",911.2,"annual_avg_bc","2060-2099"
"9548",2065,"CANY","AET",317.4,"annual_avg_bc","2060-2099"
"9549",2065,"CARE","Soil Water",33.4575342465753,"annual_avg_bc","2060-2099"
"9550",2065,"CARE","Runoff",29.8,"annual_avg_bc","2060-2099"
"9551",2065,"CARE","Rain",450.6,"annual_avg_bc","2060-2099"
"9552",2065,"CARE","Accumulated SWE",20.5,"annual_avg_bc","2060-2099"
"9553",2065,"CARE","Deficit",325.2,"annual_avg_bc","2060-2099"
"9554",2065,"CARE","PET",744.2,"annual_avg_bc","2060-2099"
"9555",2065,"CARE","AET",418.7,"annual_avg_bc","2060-2099"
"9556",2065,"CEBR","Soil Water",224.061917808219,"annual_avg_bc","2060-2099"
"9557",2065,"CEBR","Runoff",1177.2,"annual_avg_bc","2060-2099"
"9558",2065,"CEBR","Rain",759.1,"annual_avg_bc","2060-2099"
"9559",2065,"CEBR","Accumulated SWE",471,"annual_avg_bc","2060-2099"
"9560",2065,"CEBR","Deficit",18.7,"annual_avg_bc","2060-2099"
"9561",2065,"CEBR","PET",347,"annual_avg_bc","2060-2099"
"9562",2065,"CEBR","AET",327.4,"annual_avg_bc","2060-2099"
"9563",2065,"COLM","Soil Water",23.1994520547945,"annual_avg_bc","2060-2099"
"9564",2065,"COLM","Runoff",12.3,"annual_avg_bc","2060-2099"
"9565",2065,"COLM","Rain",155.4,"annual_avg_bc","2060-2099"
"9566",2065,"COLM","Accumulated SWE",16.1,"annual_avg_bc","2060-2099"
"9567",2065,"COLM","Deficit",651.4,"annual_avg_bc","2060-2099"
"9568",2065,"COLM","PET",836.2,"annual_avg_bc","2060-2099"
"9569",2065,"COLM","AET",184.3,"annual_avg_bc","2060-2099"
"9570",2065,"CURE","Soil Water",21.286301369863,"annual_avg_bc","2060-2099"
"9571",2065,"CURE","Runoff",162.7,"annual_avg_bc","2060-2099"
"9572",2065,"CURE","Rain",454.1,"annual_avg_bc","2060-2099"
"9573",2065,"CURE","Accumulated SWE",82.2,"annual_avg_bc","2060-2099"
"9574",2065,"CURE","Deficit",163.9,"annual_avg_bc","2060-2099"
"9575",2065,"CURE","PET",549.9,"annual_avg_bc","2060-2099"
"9576",2065,"CURE","AET",385.5,"annual_avg_bc","2060-2099"
"9577",2065,"DINO","Soil Water",23.5512328767123,"annual_avg_bc","2060-2099"
"9578",2065,"DINO","Runoff",16.8,"annual_avg_bc","2060-2099"
"9579",2065,"DINO","Rain",131.4,"annual_avg_bc","2060-2099"
"9580",2065,"DINO","Accumulated SWE",16.1,"annual_avg_bc","2060-2099"
"9581",2065,"DINO","Deficit",585.7,"annual_avg_bc","2060-2099"
"9582",2065,"DINO","PET",754.4,"annual_avg_bc","2060-2099"
"9583",2065,"DINO","AET",168.2,"annual_avg_bc","2060-2099"
"9584",2065,"FOBU","Soil Water",181.604109589041,"annual_avg_bc","2060-2099"
"9585",2065,"FOBU","Runoff",9.6,"annual_avg_bc","2060-2099"
"9586",2065,"FOBU","Rain",149.7,"annual_avg_bc","2060-2099"
"9587",2065,"FOBU","Accumulated SWE",41.7,"annual_avg_bc","2060-2099"
"9588",2065,"FOBU","Deficit",197,"annual_avg_bc","2060-2099"
"9589",2065,"FOBU","PET",546.9,"annual_avg_bc","2060-2099"
"9590",2065,"FOBU","AET",349.3,"annual_avg_bc","2060-2099"
"9591",2065,"GOSP","Soil Water",48.4704109589041,"annual_avg_bc","2060-2099"
"9592",2065,"GOSP","Runoff",75.4,"annual_avg_bc","2060-2099"
"9593",2065,"GOSP","Rain",364.6,"annual_avg_bc","2060-2099"
"9594",2065,"GOSP","Accumulated SWE",10.2,"annual_avg_bc","2060-2099"
"9595",2065,"GOSP","Deficit",439.4,"annual_avg_bc","2060-2099"
"9596",2065,"GOSP","PET",771.5,"annual_avg_bc","2060-2099"
"9597",2065,"GOSP","AET",331.8,"annual_avg_bc","2060-2099"
"9598",2065,"HOVE","Soil Water",69.5575342465753,"annual_avg_bc","2060-2099"
"9599",2065,"HOVE","Runoff",90.7,"annual_avg_bc","2060-2099"
"9600",2065,"HOVE","Rain",547.1,"annual_avg_bc","2060-2099"
"9601",2065,"HOVE","Accumulated SWE",5.9,"annual_avg_bc","2060-2099"
"9602",2065,"HOVE","Deficit",385.2,"annual_avg_bc","2060-2099"
"9603",2065,"HOVE","PET",837.2,"annual_avg_bc","2060-2099"
"9604",2065,"HOVE","AET",451.4,"annual_avg_bc","2060-2099"
"9605",2065,"NABR","Soil Water",31.4235616438356,"annual_avg_bc","2060-2099"
"9606",2065,"NABR","Runoff",258.9,"annual_avg_bc","2060-2099"
"9607",2065,"NABR","Rain",653.6,"annual_avg_bc","2060-2099"
"9608",2065,"NABR","Accumulated SWE",11.6,"annual_avg_bc","2060-2099"
"9609",2065,"NABR","Deficit",375.2,"annual_avg_bc","2060-2099"
"9610",2065,"NABR","PET",805.9,"annual_avg_bc","2060-2099"
"9611",2065,"NABR","AET",429.7,"annual_avg_bc","2060-2099"
"9612",2065,"PISP","Soil Water",40.5424657534247,"annual_avg_bc","2060-2099"
"9613",2065,"PISP","Runoff",90.4,"annual_avg_bc","2060-2099"
"9614",2065,"PISP","Rain",530.6,"annual_avg_bc","2060-2099"
"9615",2065,"PISP","Accumulated SWE",3.8,"annual_avg_bc","2060-2099"
"9616",2065,"PISP","Deficit",499.1,"annual_avg_bc","2060-2099"
"9617",2065,"PISP","PET",925.9,"annual_avg_bc","2060-2099"
"9618",2065,"PISP","AET",427.8,"annual_avg_bc","2060-2099"
"9619",2065,"TICA","Soil Water",79.8205479452055,"annual_avg_bc","2060-2099"
"9620",2065,"TICA","Runoff",210.1,"annual_avg_bc","2060-2099"
"9621",2065,"TICA","Rain",239.7,"annual_avg_bc","2060-2099"
"9622",2065,"TICA","Accumulated SWE",87.5,"annual_avg_bc","2060-2099"
"9623",2065,"TICA","Deficit",333.5,"annual_avg_bc","2060-2099"
"9624",2065,"TICA","PET",578.3,"annual_avg_bc","2060-2099"
"9625",2065,"TICA","AET",244.3,"annual_avg_bc","2060-2099"
"9626",2065,"ZION","Soil Water",28.96,"annual_avg_bc","2060-2099"
"9627",2065,"ZION","Runoff",395.7,"annual_avg_bc","2060-2099"
"9628",2065,"ZION","Rain",809.4,"annual_avg_bc","2060-2099"
"9629",2065,"ZION","Accumulated SWE",31.2,"annual_avg_bc","2060-2099"
"9630",2065,"ZION","Deficit",287.3,"annual_avg_bc","2060-2099"
"9631",2065,"ZION","PET",771.1,"annual_avg_bc","2060-2099"
"9632",2065,"ZION","AET",482.8,"annual_avg_bc","2060-2099"
"9633",2066,"ARCH","Soil Water",5.47890410958904,"annual_avg_bc","2060-2099"
"9634",2066,"ARCH","Runoff",31.7,"annual_avg_bc","2060-2099"
"9635",2066,"ARCH","Rain",258.2,"annual_avg_bc","2060-2099"
"9636",2066,"ARCH","Accumulated SWE",2.3,"annual_avg_bc","2060-2099"
"9637",2066,"ARCH","Deficit",659.6,"annual_avg_bc","2060-2099"
"9638",2066,"ARCH","PET",896.9,"annual_avg_bc","2060-2099"
"9639",2066,"ARCH","AET",235.8,"annual_avg_bc","2060-2099"
"9640",2066,"BLCA","Soil Water",50.8621917808219,"annual_avg_bc","2060-2099"
"9641",2066,"BLCA","Runoff",66.2,"annual_avg_bc","2060-2099"
"9642",2066,"BLCA","Rain",299.9,"annual_avg_bc","2060-2099"
"9643",2066,"BLCA","Accumulated SWE",12.5,"annual_avg_bc","2060-2099"
"9644",2066,"BLCA","Deficit",403.5,"annual_avg_bc","2060-2099"
"9645",2066,"BLCA","PET",702.8,"annual_avg_bc","2060-2099"
"9646",2066,"BLCA","AET",297.4,"annual_avg_bc","2060-2099"
"9647",2066,"BRCA","Soil Water",34.6813698630137,"annual_avg_bc","2060-2099"
"9648",2066,"BRCA","Runoff",121.6,"annual_avg_bc","2060-2099"
"9649",2066,"BRCA","Rain",404.5,"annual_avg_bc","2060-2099"
"9650",2066,"BRCA","Accumulated SWE",11,"annual_avg_bc","2060-2099"
"9651",2066,"BRCA","Deficit",308.9,"annual_avg_bc","2060-2099"
"9652",2066,"BRCA","PET",638.8,"annual_avg_bc","2060-2099"
"9653",2066,"BRCA","AET",327.9,"annual_avg_bc","2060-2099"
"9654",2066,"CANY","Soil Water",2.54739726027397,"annual_avg_bc","2060-2099"
"9655",2066,"CANY","Runoff",29.2,"annual_avg_bc","2060-2099"
"9656",2066,"CANY","Rain",205.1,"annual_avg_bc","2060-2099"
"9657",2066,"CANY","Accumulated SWE",0.8,"annual_avg_bc","2060-2099"
"9658",2066,"CANY","Deficit",736.8,"annual_avg_bc","2060-2099"
"9659",2066,"CANY","PET",925.3,"annual_avg_bc","2060-2099"
"9660",2066,"CANY","AET",186.9,"annual_avg_bc","2060-2099"
"9661",2066,"CARE","Soil Water",21.8649315068493,"annual_avg_bc","2060-2099"
"9662",2066,"CARE","Runoff",7.8,"annual_avg_bc","2060-2099"
"9663",2066,"CARE","Rain",186.8,"annual_avg_bc","2060-2099"
"9664",2066,"CARE","Accumulated SWE",3.1,"annual_avg_bc","2060-2099"
"9665",2066,"CARE","Deficit",532.9,"annual_avg_bc","2060-2099"
"9666",2066,"CARE","PET",762.7,"annual_avg_bc","2060-2099"
"9667",2066,"CARE","AET",230.3,"annual_avg_bc","2060-2099"
"9668",2066,"CEBR","Soil Water",225.278082191781,"annual_avg_bc","2060-2099"
"9669",2066,"CEBR","Runoff",709.3,"annual_avg_bc","2060-2099"
"9670",2066,"CEBR","Rain",587.4,"annual_avg_bc","2060-2099"
"9671",2066,"CEBR","Accumulated SWE",343.4,"annual_avg_bc","2060-2099"
"9672",2066,"CEBR","Deficit",42.8,"annual_avg_bc","2060-2099"
"9673",2066,"CEBR","PET",360.4,"annual_avg_bc","2060-2099"
"9674",2066,"CEBR","AET",317.4,"annual_avg_bc","2060-2099"
"9675",2066,"COLM","Soil Water",21.0865753424658,"annual_avg_bc","2060-2099"
"9676",2066,"COLM","Runoff",2.6,"annual_avg_bc","2060-2099"
"9677",2066,"COLM","Rain",205.9,"annual_avg_bc","2060-2099"
"9678",2066,"COLM","Accumulated SWE",2.3,"annual_avg_bc","2060-2099"
"9679",2066,"COLM","Deficit",617.3,"annual_avg_bc","2060-2099"
"9680",2066,"COLM","PET",850.7,"annual_avg_bc","2060-2099"
"9681",2066,"COLM","AET",234,"annual_avg_bc","2060-2099"
"9682",2066,"CURE","Soil Water",18.6934246575342,"annual_avg_bc","2060-2099"
"9683",2066,"CURE","Runoff",56.5,"annual_avg_bc","2060-2099"
"9684",2066,"CURE","Rain",234.7,"annual_avg_bc","2060-2099"
"9685",2066,"CURE","Accumulated SWE",42.3,"annual_avg_bc","2060-2099"
"9686",2066,"CURE","Deficit",299.1,"annual_avg_bc","2060-2099"
"9687",2066,"CURE","PET",549.5,"annual_avg_bc","2060-2099"
"9688",2066,"CURE","AET",250.4,"annual_avg_bc","2060-2099"
"9689",2066,"DINO","Soil Water",20.0347945205479,"annual_avg_bc","2060-2099"
"9690",2066,"DINO","Runoff",37.4,"annual_avg_bc","2060-2099"
